;source_policydoc;impact_policydoc;impact_type;impact_weight;justification;European Climate Law;European Climate Law.1;+2;The European Climate Law sets a binding target of at least 55% greenhouse gas emissions reduction by 2030, which will likely reinforce the Energy from Renewable Sources target of at least 42.5% of the Union's energy consumption coming from renewable sources by 2030.;A Farm to Fork Strategy;Circular Economy Action Plan;+;2;The implementation of the Circular Economy Action Plan can reinforce the Farm to Fork Strategy by promoting sustainable food systems, reducing food waste, and increasing organic farming, which can aid in achieving the strategy's targets.;"source_policydoc;impact_policydoc;impact_type;impact_weight;justification
EU Biodiversity Strategy for 2030;Directive 2010/75/EU of the European Parliament and of the Council;+;2;The EU Biodiversity Strategy for 2030 aims to protect and restore ecosystems, which can reinforce the implementation of the Directive 2010/75/EU of the European Parliament and of the Council by ensuring that industrial activities do not harm biodiversity.
EU Biodiversity Strategy for 2030;On the quality of water intended for human consumption;+;1;The EU Biodiversity Strategy for 2030 can enable the achievement of the On the quality of water intended for human consumption by protecting aquatic ecosystems.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document can significantly aid the Pathway to a Healthy Planet for All EU Action Plan by restoring ecosystems and enhancing biodiversity.
EU Biodiversity Strategy for 2030;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;+;2;The EU Biodiversity Strategy for 2030 can reinforce the European assessment framework for ‘safe and sustainable by design’ chemicals and materials by promoting sustainable practices.
On Nature Restoration;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;+;1;The On Nature Restoration policy document can enable the On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal by providing data on ecosystem restoration.
EU Biodiversity Strategy for 2030;on ambient air quality and cleaner air for Europe;+;2;The EU Biodiversity Strategy for 2030 can aid the on ambient air quality and cleaner air for Europe by reducing air pollution from industrial activities.
On Nature Restoration;Pathway to a Healthy Planet for All EU Action Plan;+;3;The On Nature Restoration policy document is crucial for the Pathway to a Healthy Planet for All EU Action Plan as it restores ecosystems and promotes biodiversity conservation.
EU Soil Strategy for 2030;On Nature Restoration;+;2;The EU Soil Strategy for 2030 can reinforce the On Nature Restoration by protecting soil health and promoting sustainable land use.
Regulation on plant reproductive material;EU Biodiversity Strategy for 2030;+;1;The Regulation on plant reproductive material can enable the EU Biodiversity Strategy for 2030 by ensuring the use of sustainable plant reproductive materials in agriculture.
Ensuring resilient and sustainable use of EU's natural resources;EU Biodiversity Strategy for 2030;+;3;The Ensuring resilient and sustainable use of EU's natural resources policy document can significantly aid the EU Biodiversity Strategy for 2030 by promoting sustainable resource use and reducing the EU’s ecological footprint.
On Nature Restoration;Regulation on forest reproductive material;+;2;The On Nature Restoration policy document can reinforce the Regulation on forest reproductive material by restoring forests and promoting sustainable forestry practices.
EU Biodiversity Strategy for 2030;On Nature Restoration;+;3;The EU Biodiversity Strategy for 2030 is inextricably linked with the On Nature Restoration, as both aim to protect and restore ecosystems.
On Nature Restoration;On Nature Restoration;+;3;The On Nature Restoration policy document is self-reinforcing, as restoring ecosystems can further enable nature restoration.
On Nature Restoration;EU Biodiversity Strategy for 2030;+;3;The On Nature Restoration policy document can significantly aid the EU Biodiversity Strategy for 2030 by restoring ecosystems and promoting biodiversity conservation.";EU Biodiversity Strategy for 2030;The implementation of the Farm to Fork Strategy's targets on reducing the use of pesticides and fertilizers can reinforce the EU Biodiversity Strategy for 2030's target of protecting and restoring ecosystems and biodiversity, as reducing pollution from agricultural activities can aid in preserving and restoring natural habitats.;Energy from Renewable Sources;On ensuring a level playing field for sustainable air transport;The implementation of the Energy from Renewable Sources target of at least 49% of energy from renewable sources in the building sector in 2030 can reinforce the On ensuring a level playing field for sustainable air transport target of at least 2% of aviation fuels from green by 2030, as increased renewable energy production can lead to lower emissions and support the transition to sustainable air transport.;" ""impact_policydoc""";" ""impact_type""";" ""impact_weight""";" ""justification""";The implementation of the renewable energy targets in the Energy from Renewable Sources policy document can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable land-use and reducing pollution from fossil fuels, thus creating a favourable environment for biodiversity conservation and restoration.;Concerning batteries and waste batteries;The implementation of the Circular Economy Action Plan can reinforce the targets of Concerning batteries and waste batteries by promoting the recycling and reuse of batteries and waste batteries, thus reducing waste and the demand for primary materials.;On packaging and packaging waste;Reinforcing;The Circular Economy Action Plan aims to reduce packaging waste, which is a key aspect of the 'On packaging and packaging waste' policy document, thereby reinforcing its goals.;The implementation of the Circular Economy Action Plan can reinforce the EU Biodiversity Strategy for 2030 by promoting sustainable consumption patterns, reducing waste, and encouraging the sharing, leasing, and collaborative consumption of products, which can lead to a decrease in the demand for primary materials and help achieve biodiversity conservation targets.;The implementation of the Circular Economy Action Plan can reinforce the Energy from Renewable Sources policy document by promoting sustainable production and consumption patterns, which can lead to increased demand for renewable energy sources.
115;A Farm to Fork Strategy;Energy from Renewable Sources;+;2;The implementation of the Farm to Fork Strategy's targets, such as reducing the environmental footprint of food production, can reinforce the Energy from Renewable Sources policy document's targets, like increasing the share of renewable energy in the energy mix, as sustainable agriculture practices can lead to increased energy efficiency and reduced energy consumption.;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;A Farm to Fork Strategy;Biofuels - Directive (EU) 2023/2413;-;1;The Farm to Fork Strategy's focus on sustainable agriculture and reduced use of fertilizers and pesticides might constrain the options for biofuel production, as biofuels are often produced from agricultural products, and the strategy's targets could limit the availability of these products for biofuel production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;A Farm to Fork Strategy;On ensuring a level playing field for sustainable air transport;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reduced food waste can enable the On ensuring a level playing field for sustainable air transport policy document's targets, such as promoting sustainable aviation fuels, as sustainable food production can lead to the availability of sustainable feedstocks for aviation fuels.;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;A Farm to Fork Strategy;Aviation Fuel - Regulation (EU) 2023/2405;-;2;The Farm to Fork Strategy's targets, such as reducing food waste and promoting sustainable agriculture, might counteract the Aviation Fuel - Regulation (EU) 2023/2405 policy document's targets, such as increasing the use of sustainable aviation fuels, as the strategy's focus on reducing waste and promoting sustainable agriculture could lead to reduced demand for air travel and subsequently reduced demand for aviation fuels.;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;A Farm to Fork Strategy;On the deployment of alternative fuels infrastructure;+;3;The implementation of the Farm to Fork Strategy's targets can create conditions that further the On the deployment of alternative fuels infrastructure policy document's targets, such as deploying alternative fuel infrastructure, as the strategy's focus on sustainable agriculture and reduced environmental footprint can lead to increased demand for alternative fuels and create opportunities for the development of related infrastructure.;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;A Farm to Fork Strategy;On the Energy Transition of the EU Fisheries and Aquaculture sector;+;2;The Farm to Fork Strategy's emphasis on sustainable food systems and reduced environmental footprint can reinforce the On the Energy Transition of the EU Fisheries and Aquaculture sector policy document's targets, such as promoting sustainable fishing and aquaculture practices, as sustainable agriculture practices can lead to increased energy efficiency and reduced energy consumption in the fisheries and aquaculture sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;A Farm to Fork Strategy;On the use of renewable and low-carbon fuels in maritime transport and amending Directive 2009/16/EC;-;1;The Farm to Fork Strategy's focus on sustainable agriculture and reduced use of fertilizers and pesticides might constrain the options for the use of renewable and low-carbon fuels in maritime transport, as these fuels are often produced from agricultural products, and the strategy's targets could limit the availability of these products for fuel production.;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;A Farm to Fork Strategy;Sustainable and Smart Mobility Strategy;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reduced food waste can enable the Sustainable and Smart Mobility Strategy policy document's targets, such as promoting sustainable transport modes, as sustainable food production can lead to the availability of sustainable feedstocks for biofuels and create opportunities for the development of related infrastructure.;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;A Farm to Fork Strategy;On the deployment of alternative fuels infrastructure;-;2;The Farm to Fork Strategy's targets, such as reducing food waste and promoting sustainable agriculture, might counteract the On the deployment of alternative fuels infrastructure policy document's targets, such as deploying alternative fuel infrastructure, as the strategy's focus on reducing waste and promoting sustainable agriculture could lead to reduced demand for alternative fuels and subsequently reduced demand for related infrastructure.;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;A Farm to Fork Strategy;Amending Regulation (EU) 2019/1242;+;1;The implementation of the Farm to Fork Strategy's targets can create conditions that further the Amending Regulation (EU) 2019/1242 policy document's targets, such as reducing the environmental footprint of food production, as the strategy's focus on sustainable agriculture and reduced environmental footprint can lead to increased energy efficiency and reduced energy consumption in the food sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;A Farm to Fork Strategy;Hydrogen Strategy;+;2;The Farm to Fork Strategy's emphasis on sustainable food systems and reduced environmental footprint can reinforce the Hydrogen Strategy policy document's targets, such as promoting the use of renewable energy sources, as sustainable agriculture practices can lead to increased energy efficiency and reduced energy consumption, creating opportunities for the development of renewable energy sources like hydrogen.;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;A Farm to Fork Strategy;Amending Council Directive 92/106/EEC;-;1;The Farm to Fork Strategy's targets, such as reducing the environmental footprint of food production, might constrain the options for the Amending Council Directive 92/106/EEC policy document's targets, such as promoting sustainable transport, as the strategy's focus on sustainable agriculture and reduced environmental footprint could lead to reduced demand for transport and subsequently reduced demand for sustainable transport solutions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;A Farm to Fork Strategy;The new EU Urban Mobility Framework;+;1;The Farm to Fork Strategy's emphasis on sustainable food systems and reduced food waste can enable the The new EU Urban Mobility Framework policy document's targets, such as promoting sustainable urban mobility, as sustainable food production can lead to the availability of sustainable feedstocks for biofuels and create opportunities for the development of related infrastructure.;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;;;;;;;;;;A Farm to Fork Strategy;Concerning batteries and waste batteries;+;1.0;The Concerning batteries and waste batteries policy document can enable the Farm to Fork Strategy by providing a market for recycled materials and promoting the use of recycled materials in food packaging, which can help reduce waste and increase recycling rates.;;;;;;;;;;;;;;;;;;
129;;;;;;;;;;A Farm to Fork Strategy;On packaging and packaging waste;+;1.0;The On packaging and packaging waste policy document can enable the Farm to Fork Strategy by reducing packaging waste, increasing recycling rates, and promoting the use of recycled materials in food packaging, which can help reduce waste and increase recycling rates.;;;;;;;;;;;;;;;;;;
130;;;;;;;;;;A Farm to Fork Strategy;On circularity requirements for vehicle design;+;1.0;The On circularity requirements for vehicle design policy document can enable the Farm to Fork Strategy by promoting the use of recycled materials in vehicle design, which can help reduce waste and increase recycling rates.;;;;;;;;;;;;;;;;;;
131;;;;;;;;;;A Farm to Fork Strategy;Critical Raw Materials;-;1.0;The Critical Raw Materials policy document can constrain the Farm to Fork Strategy by limiting the availability of critical raw materials needed for sustainable food systems, which can hinder the strategy's progress.;;;;;;;;;;;;;;;;;;
132;;;;;;;;;;A Farm to Fork Strategy;Net Zero Industry Act;+;2.0;The Net Zero Industry Act can reinforce the Farm to Fork Strategy by promoting sustainable food systems, reducing greenhouse gas emissions, and increasing the use of renewable energy, which can aid in achieving the strategy's targets.;;;;;;;;;;;;;;;;;;
133;;;;;;;;;;A Farm to Fork Strategy;Amending Directive 2008/98/EC on waste;+;1.0;The Amending Directive 2008/98/EC on waste policy document can enable the Farm to Fork Strategy by reducing food waste, increasing recycling rates, and promoting the use of recycled materials, which can help reduce waste and increase recycling rates.;;;;;;;;;;;;;;;;;;
134;EU Biodiversity Strategy for 2030;Circular Economy Action Plan;+;2;The EU Biodiversity Strategy for 2030 aims to protect and restore ecosystems, which can be reinforced by the Circular Economy Action Plan's goal of reducing waste and increasing recycling, thereby reducing the pressure on natural resources and promoting sustainable consumption patterns.;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;EU Biodiversity Strategy for 2030;On Nature Restoration;+;3;The EU Biodiversity Strategy for 2030 and the Nature Restoration Law share common objectives, such as protecting and restoring ecosystems, and their implementation can be mutually reinforcing, with the Biodiversity Strategy providing a framework for nature restoration and the Nature Restoration Law providing specific measures for restoration.;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;On Nature Restoration;EU Biodiversity Strategy for 2030;+;2;The Nature Restoration Law can aid the EU Biodiversity Strategy for 2030 by providing specific restoration measures, which can help achieve the strategy's objectives, such as restoring degraded ecosystems and promoting biodiversity.;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;On Nature Restoration;Circular Economy Action Plan;+;1;The Nature Restoration Law and the Circular Economy Action Plan can be enabling, as the restoration of ecosystems can create opportunities for sustainable resource management and the circular economy can provide innovative solutions for the use of restored ecosystems.;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;EU Biodiversity Strategy for 2030;Fisheries and Oceans Pact;+;1;The EU Biodiversity Strategy for 2030 and the Fisheries and Oceans Pact can be enabling, as sustainable fishing practices can help maintain ecosystem health and biodiversity, which is in line with the strategy's objectives.;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;On Nature Restoration;Regulation on plant reproductive material;+;1;The Nature Restoration Law and the Regulation on plant reproductive material can be enabling, as the restoration of ecosystems can create opportunities for the use of plant reproductive materials in a sustainable way.;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;EU Biodiversity Strategy for 2030;EU Soil Strategy for 2030;+;2;The EU Biodiversity Strategy for 2030 and the EU Soil Strategy for 2030 share common objectives, such as protecting ecosystems and promoting sustainable land use, and their implementation can be mutually reinforcing.;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;On Nature Restoration;Regulation on forest reproductive material;+;1;The Nature Restoration Law and the Regulation on forest reproductive material can be enabling, as the restoration of ecosystems can create opportunities for the use of forest reproductive materials in a sustainable way.;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;EU Biodiversity Strategy for 2030;Ensuring resilient and sustainable use of EU's natural resources;+;2;The EU Biodiversity Strategy for 2030 and the policy on ensuring resilient and sustainable use of EU's natural resources share common objectives, such as protecting ecosystems and promoting sustainable resource use, and their implementation can be mutually reinforcing.;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;On Nature Restoration;EU Biodiversity Strategy for 2030;+;1;The Nature Restoration Law can aid the EU Biodiversity Strategy for 2030 by providing specific restoration measures, which can help achieve the strategy's objectives, such as restoring degraded ecosystems and promoting biodiversity.;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Circular Economy Action Plan;On packaging and packaging waste;+;3;The Circular Economy Action Plan and the policy on packaging and packaging waste share common objectives, such as reducing waste and increasing recycling, and their implementation can be mutually reinforcing, with the Action Plan providing a framework for circular economy and the packaging waste policy providing specific measures for waste reduction.;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;On packaging and packaging waste;On circularity requirements for vehicle design;+;2;The policy on packaging and packaging waste and the policy on circularity requirements for vehicle design can be reinforcing, as reducing packaging waste and promoting circularity in vehicle design can help achieve the objectives of reducing waste and promoting sustainable consumption patterns.;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;On circularity requirements for vehicle design;Critical Raw Materials;+;1;The policy on circularity requirements for vehicle design and the policy on Critical Raw Materials can be enabling, as the design of vehicles can be adapted to use critical raw materials in a sustainable way, which can help reduce the EU's dependence on these materials.;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Critical Raw Materials;Net Zero Industry Act;+;2;The policy on Critical Raw Materials and the Net Zero Industry Act share common objectives, such as promoting sustainable resource use and reducing greenhouse gas emissions, and their implementation can be mutually reinforcing, with the Critical Raw Materials policy providing a framework for sustainable resource use and the Net Zero Industry Act providing specific measures for reducing emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;Amending Directive 2008/98/EC on waste;Circular Economy Action Plan;+;3;The Amending Directive 2008/98/EC on waste and the Circular Economy Action Plan share common objectives, such as reducing waste and increasing recycling, and their implementation can be mutually reinforcing, with the Directive providing a framework for waste management and the Action Plan providing specific measures for circular economy.;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;Directive 2010/75/EU of the European Parliament and of the Council;European Climate Law;+;2;The implementation of the Directive 2010/75/EU targets can reinforce the European Climate Law targets by reducing emissions from industrial activities, thus aiding in the achievement of a climate-neutral EU.;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;On the quality of water intended for human consumption;On an EU Strategy to reduce methane emissions;+;1;The implementation of the water quality targets can enable the reduction of methane emissions by improving wastewater treatment and reducing pollution from agricultural runoff.;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Pathway to a Healthy Planet for All EU Action Plan;A Renovation Wave for Europe;+;2;The Pathway to a Healthy Planet for All EU Action Plan can reinforce the A Renovation Wave for Europe by promoting sustainable and energy-efficient buildings, thus reducing energy consumption and greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;Amending Directive 2003/87/EC;+;1;The implementation of the European assessment framework can enable the reduction of emissions from industrial activities by promoting the use of safe and sustainable chemicals and materials, thus reinforcing the targets of the Amending Directive 2003/87/EC.;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;Amending Regulations (EU) 2018/841;+;2;The implementation of the Industrial Emissions Portal can reinforce the Amending Regulations (EU) 2018/841 targets by improving the monitoring and reporting of emissions from industrial activities, thus enabling more effective reduction of emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Pathway to a Healthy Planet for All EU Action Plan;Amending Regulations (EU) 2018/842;+;1;The Pathway to a Healthy Planet for All EU Action Plan can enable the reduction of emissions from industrial activities by promoting sustainable practices and reducing pollution, thus reinforcing the targets of the Amending Regulations (EU) 2018/842.;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;on ambient air quality and cleaner air for Europe;On an EU Strategy to reduce methane emissions;+;2;The implementation of the on ambient air quality and cleaner air for Europe targets can reinforce the On an EU Strategy to reduce methane emissions targets by reducing emissions from industrial activities and promoting cleaner air, thus aiding in the reduction of methane emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Pathway to a Healthy Planet for All EU Action Plan;Concerning urban wastewater treatment (recast);+;1;The Pathway to a Healthy Planet for All EU Action Plan can reinforce the Concerning urban wastewater treatment (recast) targets by promoting sustainable and energy-efficient wastewater treatment, thus reducing energy consumption and greenhouse gas emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Pathway to a Healthy Planet for All EU Action Plan;Amending Directive 2003/87/EC;+;2;The Pathway to a Healthy Planet for All EU Action Plan can reinforce the Amending Directive 2003/87/EC targets by promoting sustainable practices and reducing pollution from industrial activities, thus enabling more effective reduction of emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Energy from Renewable Sources;EU Biodiversity Strategy for 2030;+;2;The implementation of renewable energy targets in the Energy from Renewable Sources policy document can reinforce the EU Biodiversity Strategy for 2030 by reducing greenhouse gas emissions and promoting sustainable land use, which in turn can aid in preserving and restoring ecosystems.;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Biofuels - Directive (EU) 2023/2413;Sustainable and Smart Mobility Strategy;+;1;The Biofuels Directive can enable the Sustainable and Smart Mobility Strategy by providing low-carbon fuels for the transport sector, supporting the transition to cleaner energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;On ensuring a level playing field for sustainable air transport;Hydrogen Strategy;+;1;The On ensuring a level playing field for sustainable air transport policy document can support the Hydrogen Strategy by promoting the use of low-carbon fuels in the aviation sector, which can be produced from renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Aviation Fuel - Regulation (EU) 2023/2405;EU Biodiversity Strategy for 2030;+;2;The Aviation Fuel Regulation can reinforce the EU Biodiversity Strategy for 2030 by promoting the use of sustainable aviation fuels, which can be produced from renewable energy sources, reducing greenhouse gas emissions and promoting sustainable land use.;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;On the deployment of alternative fuels infrastructure;Sustainable and Smart Mobility Strategy;+;3;The On the deployment of alternative fuels infrastructure policy document can significantly support the Sustainable and Smart Mobility Strategy by promoting the development of alternative fuel infrastructure, enabling the widespread adoption of low-carbon fuels in the transport sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;On the Energy Transition of the EU Fisheries and Aquaculture sector;EU Biodiversity Strategy for 2030;+;1;The On the Energy Transition of the EU Fisheries and Aquaculture sector policy document can support the EU Biodiversity Strategy for 2030 by promoting sustainable fishing and aquaculture practices, reducing the environmental impact of these sectors.;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Amending Regulation (EU) 2019/1242;On Nature Restoration;+;2;The Amending Regulation can reinforce the On Nature Restoration policy document by promoting sustainable agriculture and reducing pollution from fertilizers and pesticides, which can aid in restoring ecosystems and promoting biodiversity.;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;On the use of renewable and low-carbon fuels in maritime transport and amending Directive 2009/16/EC;Hydrogen Strategy;+;1;The On the use of renewable and low-carbon fuels in maritime transport policy document can support the Hydrogen Strategy by promoting the use of low-carbon fuels in the maritime sector, which can be produced from renewable energy sources.;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;Sustainable and Smart Mobility Strategy;EU Biodiversity Strategy for 2030;+;2;The Sustainable and Smart Mobility Strategy can reinforce the EU Biodiversity Strategy for 2030 by promoting low-carbon fuels and reducing greenhouse gas emissions in the transport sector, which can aid in preserving and restoring ecosystems.;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;On the deployment of alternative fuels infrastructure;EU Biodiversity Strategy for 2030;+;1;The On the deployment of alternative fuels infrastructure policy document can support the EU Biodiversity Strategy for 2030 by promoting the development of alternative fuel infrastructure, enabling the widespread adoption of low-carbon fuels in the transport sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;EU Biodiversity Strategy for 2030;Energy from Renewable Sources;+;3;The EU Biodiversity Strategy for 2030 can significantly support the Energy from Renewable Sources policy document by promoting sustainable land use and reducing greenhouse gas emissions, which can aid in achieving renewable energy targets.;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;On Nature Restoration;Sustainable and Smart Mobility Strategy;+;2;The On Nature Restoration policy document can reinforce the Sustainable and Smart Mobility Strategy by promoting the restoration of ecosystems, which can support the development of alternative fuel sources and reduce greenhouse gas emissions in the transport sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;EU Soil Strategy for 2030;EU Biodiversity Strategy for 2030;+;2;The EU Soil Strategy for 2030 can support the EU Biodiversity Strategy for 2030 by promoting sustainable soil management practices, reducing pollution, and promoting ecosystem services, which can aid in preserving and restoring ecosystems.;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;Regulation on plant reproductive material;On Nature Restoration;+;1;The Regulation on plant reproductive material can support the On Nature Restoration policy document by promoting the development of sustainable plant reproductive material, which can aid in restoring ecosystems and promoting biodiversity.;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;Ensuring resilient and sustainable use of EU's natural resources;EU Biodiversity Strategy for 2030;+;3;The Ensuring resilient and sustainable use of EU's natural resources policy document can significantly support the EU Biodiversity Strategy for 2030 by promoting sustainable use of natural resources, reducing pollution, and promoting ecosystem services, which can aid in preserving and restoring ecosystems.;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;Regulation on forest reproductive material;On Nature Restoration;+;1;The Regulation on forest reproductive material can support the On Nature Restoration policy document by promoting the development of sustainable forest reproductive material, which can aid in restoring ecosystems and promoting biodiversity.;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;EU Biodiversity Strategy for 2030;On Nature Restoration;+;3;The EU Biodiversity Strategy for 2030 can significantly support the On Nature Restoration policy document by promoting sustainable land use, reducing greenhouse gas emissions, and promoting ecosystem services, which can aid in restoring ecosystems and promoting biodiversity.;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;Energy from Renewable Sources;On ensuring a level playing field for sustainable air transport;+;2;The implementation of the Energy from Renewable Sources target can reinforce the On ensuring a level playing field for sustainable air transport policy document by increasing the share of renewable energy in the energy mix, which can lead to a reduction in greenhouse gas emissions from air transport.;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;Biofuels - Directive (EU) 2023/2413;On the deployment of alternative fuels infrastructure;+;1;The Biofuels Directive can enable the On the deployment of alternative fuels infrastructure policy document by promoting the use of advanced biofuels and other low-carbon fuels in the transport sector, which can support the development of alternative fuel infrastructure.;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;On ensuring a level playing field for sustainable air transport;Sustainable and Smart Mobility Strategy;+;2;The On ensuring a level playing field for sustainable air transport policy document can reinforce the Sustainable and Smart Mobility Strategy by promoting the use of sustainable and low-carbon fuels in the air transport sector, which can support the achievement of the Strategy's targets.;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;Aviation Fuel - Regulation (EU) 2023/2405;Hydrogen Strategy;+;1;The Aviation Fuel Regulation can enable the Hydrogen Strategy by promoting the use of low-carbon fuels, including hydrogen, in the aviation sector, which can support the development of a hydrogen economy.;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;On the deployment of alternative fuels infrastructure;Amending Regulation (EU) 2019/1242;+;1;The On the deployment of alternative fuels infrastructure policy document can enable the Amending Regulation (EU) 2019/1242 by promoting the use of alternative fuels in the transport sector, which can support the reduction of greenhouse gas emissions from transport.;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;On the Energy Transition of the EU Fisheries and Aquaculture sector;The new EU Urban Mobility Framework;+;1;The On the Energy Transition of the EU Fisheries and Aquaculture sector policy document can enable The new EU Urban Mobility Framework by promoting the use of low-carbon fuels and renewable energy in the fisheries and aquaculture sector, which can support the development of sustainable and low-carbon mobility solutions.;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Directive 2010/75/EU of the European Parliament and of the Council;On the quality of water intended for human consumption;+;2;The Directive 2010/75/EU can reinforce the On the quality of water intended for human consumption policy document by promoting the use of best available techniques to reduce pollution from industrial activities, which can support the achievement of the water quality targets.;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;On the quality of water intended for human consumption;Pathway to a Healthy Planet for All EU Action Plan;+;2;The On the quality of water intended for human consumption policy document can reinforce the Pathway to a Healthy Planet for All EU Action Plan by promoting the use of sustainable water management practices, which can support the achievement of the Plan's targets.;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;Pathway to a Healthy Planet for All EU Action Plan;European assessment framework for ‘safe and sustainable by design’ chemicals and materials;+;1;The Pathway to a Healthy Planet for All EU Action Plan can enable the European assessment framework for ‘safe and sustainable by design’ chemicals and materials by promoting the use of sustainable and low-carbon technologies, which can support the development of safe and sustainable chemicals and materials.;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal;on ambient air quality and cleaner air for Europe;+;1;The On reporting of environmental data from industrial installations and establishing an Industrial Emissions Portal policy document can enable the on ambient air quality and cleaner air for Europe by promoting the use of best available techniques to reduce air pollution from industrial activities, which can support the achievement of the air quality targets.;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Directive 2010/75/EU of the European Parliament and of the Council;Energy from Renewable Sources;+;2;The implementation of the Directive 2010/75/EU can aid the achievement of the Energy from Renewable Sources target by promoting the use of renewable energy sources, thus reinforcing the transition to a low-carbon economy.;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;On the quality of water intended for human consumption;On energy efficiency and amending Regulation (EU) 2023/955 (recast);+;1;The quality of water intended for human consumption can enable education and awareness about the importance of energy efficiency, thus creating conditions that further the energy efficiency target.;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;Pathway to a Healthy Planet for All EU Action Plan;A Renovation Wave for Europe;+;3;The Pathway to a Healthy Planet for All EU Action Plan can indivisibly support the achievement of the A Renovation Wave for Europe target by promoting sustainable practices and reducing pollution, thus creating a healthy environment that reinforces the renovation wave initiative.;;;;;;;;;;;;;;;;;;;;;;;;;;;
