145;;;;;;;;;Improve Air Quality;Social Security - Workers Protection;+;1.0;Improving air quality can enable social security and workers protection by promoting sustainable agriculture practices, improving working conditions, and enhancing the livelihoods of farmers and agricultural workers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;;;;;;;;;Improve Water Quality;Food affordability;+;1.0;Improving water quality can enable food affordability by reducing the negative impacts of water pollution on human health and the environment, and promoting sustainable food production and distribution practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;;;;;;;;;Improve Water Quality;Food quality;+;1.0;Improving water quality can lead to improved food quality by reducing pollution and promoting sustainable agriculture practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;;;;;;;;;Improve Water Quality;Pesticides Reduction;+;2.0;Improving water quality can reinforce pesticides reduction by reducing the use of synthetic fertilizers and pesticides, and promoting sustainable agriculture practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;;;;;;;;;Improve Water Quality;Competitive Agriculture;+;2.0;Improving water quality can reinforce competitive agriculture by promoting sustainable agriculture practices, improving resource efficiency, and enhancing the competitiveness of EU farmers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;;;;;;;;;Improve Water Quality;Social Security - Workers Protection;+;1.0;Improving water quality can enable social security and workers protection by promoting sustainable agriculture practices, improving working conditions, and enhancing the livelihoods of farmers and agricultural workers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;;;;;;;;;Improve Soils Health;Food affordability;+;1.0;Improving soil health can enable food affordability by reducing soil erosion, improving soil fertility, and promoting sustainable agriculture practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;;;;;;;;;Improve Soils Health;Food quality;+;1.0;Improving soil health can lead to improved food quality by reducing soil pollution and promoting sustainable agriculture practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;;;;;;;;;Improve Soils Health;Pesticides Reduction;+;2.0;Improving soil health can reinforce pesticides reduction by reducing the use of synthetic fertilizers and pesticides, and promoting sustainable agriculture practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;;;;;;;;;Improve Soils Health;Competitive Agriculture;+;2.0;Improving soil health can reinforce competitive agriculture by promoting sustainable agriculture practices, improving resource efficiency, and enhancing the competitiveness of EU farmers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;;;;;;;;;Improve Soils Health;Social Security - Workers Protection;+;1.0;Improving soil health can enable social security and workers protection by promoting sustainable agriculture practices, improving working conditions, and enhancing the livelihoods of farmers and agricultural workers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;;;;;;;;;Noise Reduction;Food affordability;-;1.0;Reducing noise pollution can constrain food affordability by increasing food production costs and reducing agricultural productivity.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;;;;;;;;;Noise Reduction;Food quality;-;1.0;Reducing noise pollution can lead to reduced food quality by affecting crop yields and reducing the use of machinery in agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;;;;;;;;;Noise Reduction;Pesticides Reduction;-;1.0;Reducing noise pollution can counteract pesticides reduction by increasing the use of pesticides to control pests and diseases in agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;;;;;;;;;Noise Reduction;Competitive Agriculture;-;2.0;Reducing noise pollution can counteract competitive agriculture by increasing production costs, reducing agricultural productivity, and affecting the competitiveness of EU farmers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;;;;;;;;;Noise Reduction;Social Security - Workers Protection;-;1.0;Reducing noise pollution can constrain social security and workers protection by affecting the working conditions and livelihoods of farmers and agricultural workers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;;;;;;;;;Social Security - Sanitation;Food affordability;+;1.0;Improving social security and sanitation can enable food affordability by reducing the negative impacts of poor sanitation on human health and the environment, and promoting sustainable food production and distribution practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;;;;;;;;;Social Security - Sanitation;Food quality;+;1.0;Improving social security and sanitation can lead to improved food quality by reducing pollution and promoting sustainable agriculture practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;;;;;;;;;Social Security - Sanitation;Pesticides Reduction;+;2.0;Improving social security and sanitation can reinforce pesticides reduction by reducing the use of synthetic fertilizers and pesticides, and promoting sustainable agriculture practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;;;;;;;;;Social Security - Sanitation;Competitive Agriculture;+;2.0;Improving social security and sanitation can reinforce competitive agriculture by promoting sustainable agriculture practices, improving resource efficiency, and enhancing the competitiveness of EU farmers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;;;;;;;;;Social Security - Sanitation;Social Security - Workers Protection;+;3.0;Improving social security and sanitation can enable social security and workers protection by promoting sustainable agriculture practices, improving working conditions, and enhancing the livelihoods of farmers and agricultural workers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;;;;;;;;;GHG Reduction;GHG Reduction - Buildings;+;2.0;Implementing GHG reduction targets can reinforce the achievement of GHG reduction targets in buildings by promoting energy-efficient practices and reducing emissions from the building sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;;;;;;;;;GHG Reduction;GHG Reduction - Transports;+;2.0;Implementing GHG reduction targets can reinforce the achievement of GHG reduction targets in transport by promoting low-carbon fuels and reducing emissions from the transport sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;;;;;;;;;GHG Reduction;Food affordability;-;1.0;Implementing GHG reduction targets may constrain food affordability by increasing costs for low-income households and affecting food security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;;;;;;;;;GHG Reduction;Pesticides Reduction;+;1.0;Implementing GHG reduction targets can enable the reduction of pesticides by promoting sustainable agricultural practices and reducing emissions from agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;;;;;;;;;GHG Reduction;Competitive Agriculture;+;1.0;Implementing GHG reduction targets can enable competitive agriculture by promoting sustainable agricultural practices and reducing emissions from agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;;;;;;;;;GHG Reduction;Social Security - Workers Protection;+;1.0;Implementing GHG reduction targets can enable social security for workers by promoting sustainable employment and reducing emissions from industry.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;;;;;;;;;GHG Reduction - Buildings;GHG Reduction;-;1.0;Implementing GHG reduction targets in buildings may constrain overall GHG reduction by limiting the potential for emissions reduction in other sectors.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;;;;;;;;;GHG Reduction - Transports;Food quality;-;1.0;Implementing GHG reduction targets in transport may constrain food quality by affecting the production and distribution of food products.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;;;;;;;;;GHG Reduction - Transports;Food affordability;-;1.0;Implementing GHG reduction targets in transport may constrain food affordability by increasing costs for low-income households and affecting food security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;;;;;;;;;GHG Removal;GHG Reduction;+;3.0;Implementing GHG removal targets can reinforce the achievement of GHG reduction targets by promoting carbon sequestration and reducing net emissions.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;;;;;;;;;GHG Removal;Food quality;+;1.0;Implementing GHG removal targets can enable food quality by promoting sustainable land use and reducing emissions from agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;;;;;;;;;GHG Removal;Food affordability;-;1.0;Implementing GHG removal targets may constrain food affordability by increasing costs for low-income households and affecting food security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;;;;;;;;;Food quality;GHG Reduction;+;1.0;Implementing food quality targets can enable GHG reduction by promoting sustainable agricultural practices and reducing emissions from agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;;;;;;;;;Food quality;GHG Reduction - Buildings;+;1.0;Implementing food quality targets can enable GHG reduction in buildings by promoting sustainable food systems and reducing emissions from the food sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;;;;;;;;;Food quality;Food affordability;-;1.0;Implementing food quality targets may constrain food affordability by increasing costs for low-income households and affecting food security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;;;;;;;;;Food affordability;GHG Reduction;-;1.0;Implementing food affordability targets may constrain GHG reduction by limiting the potential for emissions reduction in the food sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;;;;;;;;;Food affordability;GHG Reduction - Buildings;-;1.0;Implementing food affordability targets may constrain GHG reduction in buildings by affecting the production and distribution of food products.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;;;;;;;;;Pesticides Reduction;GHG Reduction;+;1.0;Implementing pesticides reduction targets can enable GHG reduction by promoting sustainable agricultural practices and reducing emissions from agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;;;;;;;;;Pesticides Reduction;Food quality;+;2.0;Implementing pesticides reduction targets can enable food quality by reducing the use of harmful pesticides and promoting sustainable agricultural practices.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;;;;;;;;;Pesticides Reduction;Food affordability;-;1.0;Implementing pesticides reduction targets may constrain food affordability by increasing costs for low-income households and affecting food security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;;;;;;;;;Competitive Agriculture;GHG Reduction;+;1.0;Implementing competitive agriculture targets can enable GHG reduction by promoting sustainable agricultural practices and reducing emissions from agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;;;;;;;;;Competitive Agriculture;Food quality;+;1.0;Implementing competitive agriculture targets can enable food quality by promoting sustainable agricultural practices and reducing emissions from agriculture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;;;;;;;;;Competitive Agriculture;Food affordability;-;1.0;Implementing competitive agriculture targets may constrain food affordability by increasing costs for low-income households and affecting food security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;;;;;;;;;Social Security - Workers Protection;GHG Reduction;+;1.0;Implementing social security targets can enable GHG reduction by promoting sustainable employment and reducing emissions from industry.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;;;;;;;;;Social Security - Workers Protection;Food quality;+;1.0;Implementing social security targets can enable food quality by promoting sustainable food systems and reducing emissions from the food sector.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;;;;;;;;;GHG Reduction;Food affordability;+;1.0;Implementing GHG reduction targets can lead to increased food prices, affecting food affordability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;;;;;;;;;GHG Reduction;Food affordability;-;1.0;Reducing GHG emissions can lead to increased energy costs, affecting food affordability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;;;;;;;;;GHG Reduction;Pesticides Reduction;+;2.0;Reducing GHG emissions can lead to the adoption of more sustainable agricultural practices, reducing the use of pesticides.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;;;;;;;;;GHG Reduction;Competitive Agriculture;+;1.0;Reducing GHG emissions can lead to increased investments in sustainable agriculture, enhancing competitiveness.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;;;;;;;;;GHG Reduction;Social Security - Workers Protection;+;1.0;Reducing GHG emissions can lead to the creation of new job opportunities in the renewable energy sector, enhancing social security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;;;;;;;;;Food quality;Food affordability;+;1.0;Improving food quality can lead to increased food prices, affecting food affordability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;;;;;;;;;Food quality;Pesticides Reduction;+;2.0;Improving food quality can lead to the adoption of more sustainable agricultural practices, reducing the use of pesticides.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;;;;;;;;;Food quality;Competitive Agriculture;+;1.0;Improving food quality can lead to increased investments in sustainable agriculture, enhancing competitiveness.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;;;;;;;;;Food quality;Social Security - Workers Protection;+;1.0;Improving food quality can lead to the creation of new job opportunities in the food sector, enhancing social security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;;;;;;;;;Food quality - Animal Welfare;Food affordability;+;1.0;Improving animal welfare can lead to increased food prices, affecting food affordability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;;;;;;;;;Food quality - Animal Welfare;Pesticides Reduction;+;2.0;Improving animal welfare can lead to the adoption of more sustainable agricultural practices, reducing the use of pesticides.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;;;;;;;;;Food quality - Animal Welfare;Competitive Agriculture;+;1.0;Improving animal welfare can lead to increased investments in sustainable agriculture, enhancing competitiveness.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;;;;;;;;;Food quality - Animal Welfare;Social Security - Workers Protection;+;1.0;Improving animal welfare can lead to the creation of new job opportunities in the animal welfare sector, enhancing social security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;;;;;;;;;Food quality - Healthy Food;Food affordability;+;1.0;Promoting healthy food can lead to increased food prices, affecting food affordability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;;;;;;;;;Food quality - Healthy Food;Pesticides Reduction;+;2.0;Promoting healthy food can lead to the adoption of more sustainable agricultural practices, reducing the use of pesticides.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;;;;;;;;;Food quality - Healthy Food;Competitive Agriculture;+;1.0;Promoting healthy food can lead to increased investments in sustainable agriculture, enhancing competitiveness.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;;;;;;;;;Food quality - Healthy Food;Social Security - Workers Protection;+;1.0;Promoting healthy food can lead to the creation of new job opportunities in the health sector, enhancing social security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;;;;;;;;;Food affordability;Pesticides Reduction;+;1.0;Reducing food waste can lead to the adoption of more sustainable agricultural practices, reducing the use of pesticides.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;;;;;;;;;Food affordability;Competitive Agriculture;+;1.0;Reducing food waste can lead to increased investments in sustainable agriculture, enhancing competitiveness.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;;;;;;;;;Food affordability;Social Security - Workers Protection;+;1.0;Reducing food waste can lead to the creation of new job opportunities in the food sector, enhancing social security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;;;;;;;;;Pesticides Reduction;Competitive Agriculture;+;2.0;Reducing pesticide use can lead to increased investments in sustainable agriculture, enhancing competitiveness.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;;;;;;;;;Pesticides Reduction;Social Security - Workers Protection;+;1.0;Reducing pesticide use can lead to the creation of new job opportunities in the sustainable agriculture sector, enhancing social security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;;;;;;;;;Competitive Agriculture;Social Security - Workers Protection;+;1.0;Enhancing competitiveness can lead to the creation of new job opportunities in the agriculture sector, enhancing social security.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;;;;;;;;;Social Security - Workers Protection;Food affordability;+;1.0;Improving social security can lead to increased food affordability, as workers can afford more food.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;;;;;;;;;Rail;Net-Zero Technology - Road Vehicles;+;2.0;Developing rail transport can lead to the adoption of net-zero technologies in road vehicles, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;;;;;;;;;Rail;Net-Zero Technology - Maritime Transport;+;1.0;Developing rail transport can lead to increased investments in sustainable maritime transport, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;;;;;;;;;Rail;Net-Zero Technology - Aviation;+;1.0;Developing rail transport can lead to increased investments in sustainable aviation, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;;;;;;;;;Biofuels;Net-Zero Technology - Road Vehicles;+;2.0;Developing biofuels can lead to the adoption of net-zero technologies in road vehicles, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;;;;;;;;;Biofuels;Net-Zero Technology - Maritime Transport;+;1.0;Developing biofuels can lead to increased investments in sustainable maritime transport, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;;;;;;;;;Biofuels;Net-Zero Technology - Aviation;+;1.0;Developing biofuels can lead to increased investments in sustainable aviation, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;;;;;;;;;Other Low-Carbon Fuels;Net-Zero Technology - Road Vehicles;+;2.0;Developing other low-carbon fuels can lead to the adoption of net-zero technologies in road vehicles, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;;;;;;;;;Other Low-Carbon Fuels;Net-Zero Technology - Maritime Transport;+;1.0;Developing other low-carbon fuels can lead to increased investments in sustainable maritime transport, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;;;;;;;;;Other Low-Carbon Fuels;Net-Zero Technology - Aviation;+;1.0;Developing other low-carbon fuels can lead to increased investments in sustainable aviation, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;;;;;;;;;Hydrogen Distribution;Net-Zero Technology - Road Vehicles;+;2.0;Developing hydrogen distribution can lead to the adoption of net-zero technologies in road vehicles, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;;;;;;;;;Hydrogen Distribution;Net-Zero Technology - Maritime Transport;+;1.0;Developing hydrogen distribution can lead to increased investments in sustainable maritime transport, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;;;;;;;;;Hydrogen Distribution;Net-Zero Technology - Aviation;+;1.0;Developing hydrogen distribution can lead to increased investments in sustainable aviation, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;;;;;;;;;Urban Mobility;Net-Zero Technology - Road Vehicles;+;2.0;Developing urban mobility can lead to the adoption of net-zero technologies in road vehicles, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;;;;;;;;;Urban Mobility;Net-Zero Technology - Maritime Transport;+;1.0;Developing urban mobility can lead to increased investments in sustainable maritime transport, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;;;;;;;;;Urban Mobility;Net-Zero Technology - Aviation;+;1.0;Developing urban mobility can lead to increased investments in sustainable aviation, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;;;;;;;;;Transport Logistics;Net-Zero Technology - Road Vehicles;+;2.0;Developing transport logistics can lead to the adoption of net-zero technologies in road vehicles, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;;;;;;;;;Transport Logistics;Net-Zero Technology - Maritime Transport;+;1.0;Developing transport logistics can lead to increased investments in sustainable maritime transport, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;;;;;;;;;Transport Logistics;Net-Zero Technology - Aviation;+;1.0;Developing transport logistics can lead to increased investments in sustainable aviation, enhancing sustainability.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;GHG Reduction;;+;1.0;;;;;;;;;;;;;;;;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;;Reducing GHG emissions can create conditions that further the restoration of agricultural ecosystems, as it can lead to improved soil health and fertility.;;;;;;;;;;;;;;;;;;;;;;;;;
234;GHG Reduction;;+;1.0;;;;;;;;;;;;;;;;Terrestrial Ecosystems Restoration - Forests;;The implementation of GHG reduction targets can enable the restoration of forests, as it can lead to improved air quality and reduced pollution, which can enhance forest ecosystem services.;;;;;;;;;;;;;;;;;;;;;;;;;
235;GHG Reduction;;+;1.0;;;;;;;;;;;;;;;;Marine Ecosystem Restoration;;Reducing GHG emissions can create conditions that further the restoration of marine ecosystems, as it can lead to improved water quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
236;GHG Reduction;;+;2.0;;;;;;;;;;;;;;;;Biodiversity Protection & Conservation;;The implementation of GHG reduction targets can reinforce the protection and conservation of biodiversity, as reducing GHG emissions can lead to improved ecosystem health and resilience.;;;;;;;;;;;;;;;;;;;;;;;;;
237;GHG Reduction;;+;1.0;;;;;;;;;;;;;;;;Biodiversity Protection & Conservation - Fisheries;;Reducing GHG emissions can create conditions that further the protection and conservation of fisheries, as it can lead to improved water quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
238;GHG Reduction;;+;1.0;;;;;;;;;;;;;;;;Biodiversity Protection & Conservation - Monitoring;;The implementation of GHG reduction targets can enable the monitoring of biodiversity, as it can lead to improved data collection and analysis.;;;;;;;;;;;;;;;;;;;;;;;;;
239;GHG Reduction;;+;1.0;;;;;;;;;;;;;;;;Biodiversity Protection & Conservation - Urban Nature;;Reducing GHG emissions can create conditions that further the protection and conservation of urban nature, as it can lead to improved air quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
240;Terrestrial Ecosystems Restoration;;+;1.0;;;;;;;;;;;;;;;;Net-Zero Technology - Road Vehicles;;The restoration of terrestrial ecosystems can create conditions that further the development and deployment of net-zero technology in road vehicles, as it can lead to improved air quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
241;Terrestrial Ecosystems Restoration;;+;1.0;;;;;;;;;;;;;;;;Biofuels;;The restoration of terrestrial ecosystems can reinforce the production and use of biofuels, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
242;Terrestrial Ecosystems Restoration;;+;1.0;;;;;;;;;;;;;;;;Other Low-Carbon Fuels;;The restoration of terrestrial ecosystems can create conditions that further the production and use of other low-carbon fuels, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
243;Terrestrial Ecosystems Restoration;;+;1.0;;;;;;;;;;;;;;;;Hydrogen Distribution;;The restoration of terrestrial ecosystems can enable the distribution of hydrogen, as it can lead to improved energy efficiency and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
244;Terrestrial Ecosystems Restoration;;+;1.0;;;;;;;;;;;;;;;;Urban Mobility;;The restoration of terrestrial ecosystems can create conditions that further urban mobility, as it can lead to improved air quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
245;Terrestrial Ecosystems Restoration;;+;1.0;;;;;;;;;;;;;;;;Transport Logistics;;The restoration of terrestrial ecosystems can reinforce the development of sustainable transport logistics, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
246;Marine Ecosystem Restoration;;+;1.0;;;;;;;;;;;;;;;;Net-Zero Technology - Maritime Transport;;The restoration of marine ecosystems can create conditions that further the development and deployment of net-zero technology in maritime transport, as it can lead to improved water quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
247;Marine Ecosystem Restoration;;+;1.0;;;;;;;;;;;;;;;;Biofuels;;The restoration of marine ecosystems can reinforce the production and use of biofuels, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
248;Marine Ecosystem Restoration;;+;1.0;;;;;;;;;;;;;;;;Other Low-Carbon Fuels;;The restoration of marine ecosystems can create conditions that further the production and use of other low-carbon fuels, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
249;Marine Ecosystem Restoration;;+;1.0;;;;;;;;;;;;;;;;Hydrogen Distribution;;The restoration of marine ecosystems can enable the distribution of hydrogen, as it can lead to improved energy efficiency and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
250;Marine Ecosystem Restoration;;+;1.0;;;;;;;;;;;;;;;;Urban Mobility;;The restoration of marine ecosystems can create conditions that further urban mobility, as it can lead to improved water quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
251;Marine Ecosystem Restoration;;+;1.0;;;;;;;;;;;;;;;;Transport Logistics;;The restoration of marine ecosystems can reinforce the development of sustainable transport logistics, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
252;Biodiversity Protection & Conservation;;+;1.0;;;;;;;;;;;;;;;;Net-Zero Technology - Road Vehicles;;The protection and conservation of biodiversity can create conditions that further the development and deployment of net-zero technology in road vehicles, as it can lead to improved air quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
253;Biodiversity Protection & Conservation;;+;1.0;;;;;;;;;;;;;;;;Biofuels;;The protection and conservation of biodiversity can reinforce the production and use of biofuels, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
254;Biodiversity Protection & Conservation;;+;1.0;;;;;;;;;;;;;;;;Other Low-Carbon Fuels;;The protection and conservation of biodiversity can create conditions that further the production and use of other low-carbon fuels, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
255;Biodiversity Protection & Conservation;;+;1.0;;;;;;;;;;;;;;;;Hydrogen Distribution;;The protection and conservation of biodiversity can enable the distribution of hydrogen, as it can lead to improved energy efficiency and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
256;Biodiversity Protection & Conservation;;+;1.0;;;;;;;;;;;;;;;;Urban Mobility;;The protection and conservation of biodiversity can create conditions that further urban mobility, as it can lead to improved air quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
257;Biodiversity Protection & Conservation;;+;1.0;;;;;;;;;;;;;;;;Transport Logistics;;The protection and conservation of biodiversity can reinforce the development of sustainable transport logistics, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
258;Biodiversity Protection & Conservation - Fisheries;;+;1.0;;;;;;;;;;;;;;;;Net-Zero Technology - Maritime Transport;;The protection and conservation of fisheries can create conditions that further the development and deployment of net-zero technology in maritime transport, as it can lead to improved water quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
259;Biodiversity Protection & Conservation - Fisheries;;+;1.0;;;;;;;;;;;;;;;;Biofuels;;The protection and conservation of fisheries can reinforce the production and use of biofuels, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
260;Biodiversity Protection & Conservation - Fisheries;;+;1.0;;;;;;;;;;;;;;;;Other Low-Carbon Fuels;;The protection and conservation of fisheries can create conditions that further the production and use of other low-carbon fuels, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
261;Biodiversity Protection & Conservation - Fisheries;;+;1.0;;;;;;;;;;;;;;;;Hydrogen Distribution;;The protection and conservation of fisheries can enable the distribution of hydrogen, as it can lead to improved energy efficiency and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
262;Biodiversity Protection & Conservation - Fisheries;;+;1.0;;;;;;;;;;;;;;;;Urban Mobility;;The protection and conservation of fisheries can create conditions that further urban mobility, as it can lead to improved water quality and reduced pollution.;;;;;;;;;;;;;;;;;;;;;;;;;
263;Biodiversity Protection & Conservation - Fisheries;;+;1.0;;;;;;;;;;;;;;;;Transport Logistics;;The protection and conservation of fisheries can reinforce the development of sustainable transport logistics, as it can lead to improved biomass production and reduced GHG emissions.;;;;;;;;;;;;;;;;;;;;;;;;;
