target_code;target_content;thematic_area;sub_theme;justification
TA3.30;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040;TA3_Industrial strategy for a clean and circular economy;Packaging Waste Reduction;
TA3.31;Member States shall take the necessary measures to attain the recycling targets of 65% by weight of all packaging waste generated by 31 December 2025, and of 70% by weight of all packaging waste generated by 31 December 2030. Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Increasing Packaging Recycling;"This target is assigned to the sub-theme ""Increasing Packaging Recycling"" because it sets recycling targets for packaging waste."
TA3.32;Member States shall take the necessary measures to attain a recycling target of 50% of plastic by weight of plastic contained in packaging waste generated by 31 December 2025, and of 55% by weight of plastic in packaging waste generated by 31 December 2030.;TA3_Industrial strategy for a clean and circular economy;Plastic Recycling;
TA3.33;Member States shall take the necessary measures to attain a recycling target of 25% of wood by weight of wood contained in packaging waste generated by 31 December 2025 and of 30% by 31 December 2030.;TA3_Industrial strategy for a clean and circular economy;Wood Recycling;
TA3.34;Member States shall take the necessary measures to attain a recycling target of 70% of ferrous metals by weight of ferrous metals contained in packaging waste generated by 31 December 2025 and of 80% by 31 December 2030\nProposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Metal Recycling;This target is assigned to the Metal Recycling sub-theme because it focuses on setting recycling targets for ferrous metals.
TA3.34;Member States shall take the necessary measures to attain a recycling target of 70% of ferrous metals by weight of ferrous metals contained in packaging waste generated by 31 December 2025 and of 80% by 31 December 2030\nProposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the recycling of metals.
TA3.35;Member States shall take the necessary measures to attain a recycling target of 50% of aluminium by weight of aluminium contained in packaging waste generated by 31 December 2025 and of 60% by 31 December 2030.;TA3_Industrial strategy for a clean and circular economy;Aluminium Recycling;
TA3.36;Member States shall take the necessary measures to attain a recycling target of 70% of glass by weight of glass contained in packaging waste generated by 31 December 2025 and of 75% by 31 December 2030 Proposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Increasing Glass Recycling;"This target is assigned to the sub-theme ""Increasing Glass Recycling"" because it sets recycling targets for glass packaging waste."
TA3.37;Member States shall take the necessary measures to attain a recycling target of 75% of paper and card- board by weight of paper and cardboard contained in packaging waste generated by 31 December 2025 and of 85% by 31 December 2030\nProposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Paper Recycling;This target is assigned to the Paper Recycling sub-theme because it focuses on setting recycling targets for paper and cardboard.
TA3.37;Member States shall take the necessary measures to attain a recycling target of 75% of paper and card- board by weight of paper and cardboard contained in packaging waste generated by 31 December 2025 and of 85% by 31 December 2030\nProposal on packaging and packaging waste;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the recycling of paper and cardboard.
TA3.38;Each vehicle belonging to a vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of this Regulation] under Regulation (EU) 2018/858 shall be constructed so that it is:\n(a) reusable/recyclable to a minimum of 85% by mass, (b) reusable/recoverable to a minimum of 95 % by mass. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Vehicle Recycling;This target is assigned to the Vehicle Recycling sub-theme because it focuses on setting requirements for the recyclability and recoverability of vehicles.
TA3.38;Each vehicle belonging to a vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of this Regulation] under Regulation (EU) 2018/858 shall be constructed so that it is:\n(a) reusable/recyclable to a minimum of 85% by mass, (b) reusable/recoverable to a minimum of 95 % by mass. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the recyclability and recoverability of vehicles.
TA3.48;The plastic contained in each vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of the Regulation] under Regulation (EU) 2018/858 shall contain a minimum of 25 % of plastic recycled by weight from post-consumer plastic waste. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Increasing Recycled Plastic;"This target is assigned to the sub-theme ""Increasing Recycled Plastic"" because it sets a minimum percentage of recycled plastic in vehicle design."
TA3.49;At least 25% of the target set out in the first subparagraph shall be achieved by including plastics recycled from end-of-life vehicles in the vehicle type concerned. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Increasing Recycled Plastic;"This target is assigned to the sub-theme ""Increasing Recycled Plastic"" because it sets a target for including recycled plastics from end-of-life vehicles in new vehicles."
TA3.50;Member States shall ensure that the following targets are met by the waste management operators:\n(a) the reuse and recovery, as calculated together, shall be a minimum of 95 %, by average weight per vehicle, excluding batteries, and year,\n(b) the reuse and recycling, as calculated together, shall be a minimum of 85 %, by average weight per vehicle, excluding batteries, and year.\nProposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Waste Management;This target is assigned to the Waste Management sub-theme because it focuses on setting targets for waste management operators.
TA3.50;Member States shall ensure that the following targets are met by the waste management operators:\n(a) the reuse and recovery, as calculated together, shall be a minimum of 95 %, by average weight per vehicle, excluding batteries, and year,\n(b) the reuse and recycling, as calculated together, shall be a minimum of 85 %, by average weight per vehicle, excluding batteries, and year.\nProposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the reuse and recycling of waste.
TA3.51;Member States shall ensure that waste management operators achieve a yearly target for the recycling of plastics of at least 30 % of the total weight of plastics contained in the vehicles delivered to the waste management operators.;TA3_Industrial strategy for a clean and circular economy;Plastic Recycling;
TA3.52;At least 20% of the carbon used in the chemical\nand plastic products should be from sustainable non-fossil sources by 2030, in full consideration of the EU's biodiversity and circular economy objectives and of the upcoming policy framework for bio-based, biodegradable and compostable plastics. Communication on Sustainable Carbon Cycles;TA3_Industrial strategy for a clean and circular economy;Sustainable Carbon Sourcing;This target is assigned to the Sustainable Carbon Sourcing sub-theme because it focuses on increasing the use of sustainable non-fossil carbon sources in chemical and plastic products.
TA3.52;At least 20% of the carbon used in the chemical\nand plastic products should be from sustainable non-fossil sources by 2030, in full consideration of the EU's biodiversity and circular economy objectives and of the upcoming policy framework for bio-based, biodegradable and compostable plastics. Communication on Sustainable Carbon Cycles;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the use of sustainable carbon sources in the production of chemical and plastic products.
TA3.8;By 2030, Union extraction capacity should be able of extracting the ores, minerals or concentrates needed to produce at least 10% of the Union’s annual consumption of strategic raw materials, to the extent possible in light of the Union’s reserves. Regulation (EU) 2024/1252;TA3_Industrial strategy for a clean and circular economy;Extracting Strategic Raw Materials;"This target is assigned to the sub-theme ""Extracting Strategic Raw Materials"" because it focuses on increasing the Union's extraction capacity for strategic raw materials."
TA3.9;By 2030, Union processing capacity, including for all intermediate processing steps, should be able of producing at least 40% of the Union’s annual consumption of strategic raw materials. Regulation (EU) 2024/1252;TA3_Industrial strategy for a clean and circular economy;Raw Material Production;This target is assigned to the Raw Material Production sub-theme because it focuses on increasing the Union's processing capacity for strategic raw materials.
TA3.9;By 2030, Union processing capacity, including for all intermediate processing steps, should be able of producing at least 40% of the Union’s annual consumption of strategic raw materials. Regulation (EU) 2024/1252;TA3_Industrial strategy for a clean and circular economy;Circular Economy;This target is also assigned to the Circular Economy sub-theme because it aims to increase the production of strategic raw materials, which is a key aspect of a circular economy.
TA4.1;Achieve an annual production of sustainable biomethane of 35 billion cubic meters by 2030 Directive (EU) 2023/2413;TA4_Sustainable and smart mobility;Sustainable Energy;This target is assigned to Sustainable Energy as it aims to promote the production of sustainable biomethane.
TA4.1;Achieve an annual production of sustainable biomethane of 35 billion cubic meters by 2030 Directive (EU) 2023/2413;TA4_Sustainable and smart mobility;Alternative Fuels;This target contributes to alternative fuels by promoting the use of sustainable biomethane.
TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030. Energy Transition of the EU Fisheries and Aquaculture sector;TA4_Sustainable and smart mobility;Sustainable Fisheries;This target is assigned to Sustainable Fisheries as it aims to reduce fuel intensity in EU fisheries.
TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030. Energy Transition of the EU Fisheries and Aquaculture sector;TA4_Sustainable and smart mobility;Fossil Fuel Reduction;This target contributes to fossil fuel reduction by promoting the use of alternative energy sources in fisheries.
TA4.11;Reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years;TA4_Sustainable and smart mobility;Sustainable Transport Costs;
TA4.13;For [...] “urban buses” manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles Regulation (EU) 2024/1610;TA4_Sustainable and smart mobility;Sustainable Transportation;This target is assigned to Sustainable Transportation as it aims to promote the use of sustainable urban buses.
TA4.13;For [...] “urban buses” manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles Regulation (EU) 2024/1610;TA4_Sustainable and smart mobility;Emission Reduction;This target contributes to emission reduction by promoting the use of sustainable vehicles.
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019:\n(a) 15% for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD and 10-LH for the reporting periods of the years 2025 to 2029,\n(b) 45% for all vehicle sub-groups other than vocational vehicles for the reporting periods of the years 2030 to 2034,\n(c) 65% for all vehicle sub-groups for the reporting periods of the years 2035 to 2039,\n(d) 90% for all vehicle sub-groups for the reporting periods of the year 2040 onwards\nRegulation (EU) 2024/1610;TA4_Sustainable and smart mobility;Low-Emission Transportation;This target is assigned to the Low-Emission Transportation sub-theme because it focuses on reducing the average CO2 emissions of new heavy-duty motor vehicles.
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019:\n(a) 15% for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD and 10-LH for the reporting periods of the years 2025 to 2029,\n(b) 45% for all vehicle sub-groups other than vocational vehicles for the reporting periods of the years 2030 to 2034,\n(c) 65% for all vehicle sub-groups for the reporting periods of the years 2035 to 2039,\n(d) 90% for all vehicle sub-groups for the reporting periods of the year 2040 onwards\nRegulation (EU) 2024/1610;TA4_Sustainable and smart mobility;Emission Reduction;This target is also assigned to the Emission Reduction sub-theme because it aims to reduce CO2 emissions from heavy-duty motor vehicles.
TA4.18;The share of biofuels and biogas produced from the feedstock listed in Part B of Annex IX in the energy content of fuels and electricity supplied to the transport sector shall, except in Cyprus and Malta, be limited to 1.7%. Directive (EU) 2023/2413;TA4_Sustainable and smart mobility;Limiting Biofuel Use;"This target is assigned to the sub-theme ""Limiting Biofuel Use"" because it sets a limit on the share of biofuels and biogas in the transport sector."
TA4.19;The yearly quantity of aviation fuel uplifted by a given aircraft operator at a given Union airport shall be at least 90% of the yearly aviation fuel required, to avoid tankering practices which would bring additional emissions from extra weight.;TA4_Sustainable and smart mobility;Sustainable Aviation Fuels;
TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers.;TA4_Sustainable and smart mobility;Renewable Hydrogen Electrolysers;
TA4.25;Member States shall ensure that, at the end of each year, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1.3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0.80 kW is provided through publicly accessible recharging stations. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Electric Vehicle Charging;This target is assigned to Electric Vehicle Charging as it aims to promote the deployment of publicly accessible recharging stations.
TA4.25;Member States shall ensure that, at the end of each year, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1.3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0.80 kW is provided through publicly accessible recharging stations. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Sustainable Transportation;This target contributes to sustainable transportation by promoting the use of electric vehicles.
TA4.26;Member States shall ensure that along the TEN-T core and comprehensive network, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Electric Vehicle Charging;This target is assigned to Electric Vehicle Charging as it deals with the deployment of publicly accessible recharging pools for light-duty vehicles.
TA4.26;Member States shall ensure that along the TEN-T core and comprehensive network, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Sustainable Transportation;This target contributes to sustainable transportation by promoting the use of electric vehicles.
TA4.27;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel\nwith a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Electric Vehicle Charging Infrastructure;This target is assigned to the Electric Vehicle Charging Infrastructure sub-theme because it focuses on deploying publicly accessible recharging pools for heavy-duty electric vehicles.
TA4.27;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel\nwith a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Alternative Fuel Infrastructure;This target is also assigned to the Alternative Fuel Infrastructure sub-theme because it aims to increase the availability of alternative fueling options for heavy-duty electric vehicles.
TA4.28;By 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed.;TA4_Sustainable and smart mobility;Electric Vehicle Charging Infrastructure;
TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW. Regulation (EU) 2023/180;TA4_Sustainable and smart mobility;Electric Vehicle Charging;This target is assigned to Electric Vehicle Charging as it aims to promote the deployment of publicly accessible recharging points for heavy-duty electric vehicles.
TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW. Regulation (EU) 2023/180;TA4_Sustainable and smart mobility;Sustainable Transportation;This target contributes to sustainable transportation by promoting the use of electric vehicles.
TA4.3;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall be reduced, compared to the reference value (91.16 gCO2e/MJ) by: 2% from 1 January 2025, 6% from 1 January 2030, 14.5% from 1 January 2035, 31% from 1 January 2040, 62% from 1 January 2045, 80% from 1 January 2050. Regulation (EU) 2023/1805;TA4_Sustainable and smart mobility;Reducing Greenhouse Gas Emissions;"This target is assigned to the sub-theme ""Reducing Greenhouse Gas Emissions"" because it aims to decrease the GHG intensity of energy used on board ships."
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Hydrogen Fueling Infrastructure;This target is assigned to the Hydrogen Fueling Infrastructure sub-theme because it focuses on deploying publicly accessible hydrogen refuelling stations.
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Alternative Fuel Infrastructure;This target is also assigned to the Alternative Fuel Infrastructure sub-theme because it aims to increase the availability of alternative fueling options.
TA4.32;States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured by 31 December 2029, at all aircraft remote stands used for commercial air transport operations to embark or disembark passengers or to load or unload goods Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Increasing Airport Electrification;"This target is assigned to the sub-theme ""Increasing Airport Electrification"" because it focuses on ensuring electricity supply to stationary aircraft at airports."
TA4.33;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Sustainable Transportation;This target is assigned to Sustainable Transportation as it aims to promote the use of shore-side electricity supply for inland waterway vessels.
TA4.33;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Electric Vehicle Charging;This target contributes to electric vehicle charging by promoting the deployment of shore-side electricity supply installations.
TA4.34;Member States shall ensure that a minimum shore-side electricity supply for seagoing container ships and seagoing passenger ships is provided in TEN-T maritime ports.;TA4_Sustainable and smart mobility;Sustainable Maritime Transport;
TA4.5;Aviation fuel suppliers shall also ensure that Sustainable Aviation Fuel (SAF) made available to aircraft operators at each Union airport will be at least 2% from 2025, 6% from 2030, 20% from 2035, 34% from 2040, 42% from 2045 and 70% from 2050. Regulation (EU) 2023/2405;TA4_Sustainable and smart mobility;Sustainable Aviation Fuel;This target is assigned to the Sustainable Aviation Fuel sub-theme because it focuses on increasing the use of sustainable aviation fuel.
TA4.5;Aviation fuel suppliers shall also ensure that Sustainable Aviation Fuel (SAF) made available to aircraft operators at each Union airport will be at least 2% from 2025, 6% from 2030, 20% from 2035, 34% from 2040, 42% from 2045 and 70% from 2050. Regulation (EU) 2023/2405;TA4_Sustainable and smart mobility;Low-Emission Transportation;This target is also assigned to the Low-Emission Transportation sub-theme because it aims to reduce emissions from aviation.
TA4.55;Zero-emission in urban logistics\nThe new EU Urban Mobility Framework.;TA4_Sustainable and smart mobility;Sustainable Urban Mobility;This target is assigned to the Sustainable Urban Mobility sub-theme because it focuses on achieving zero-emission in urban logistics.
TA4.55;Zero-emission in urban logistics\nThe new EU Urban Mobility Framework.;TA4_Sustainable and smart mobility;Low-Emission Transportation;This target is also assigned to the Low-Emission Transportation sub-theme because it aims to reduce emissions in urban logistics.
TA4.6;Of the SAF targets reported above, synthetic aviation fuels should represent a minimum share of 1.2% from 2030, 5% from 2035, 10% from 2034, 15% from 2045, and 35% from 2050. Regulation (EU) 2023/2405;TA4_Sustainable and smart mobility;Sustainable Aviation;This target is assigned to Sustainable Aviation as it aims to promote the use of synthetic aviation fuels.
TA4.6;Of the SAF targets reported above, synthetic aviation fuels should represent a minimum share of 1.2% from 2030, 5% from 2035, 10% from 2034, 15% from 2045, and 35% from 2050. Regulation (EU) 2023/2405;TA4_Sustainable and smart mobility;Alternative Fuels;This target contributes to alternative fuels by promoting the use of synthetic aviation fuels.
TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of non-biological origin in the energy supplied to the transport sector is at least 1% in 2025 and 5.5% in 2030, of which a share of at least 1 percentage point is from renewable fuels of non-biological origin in 2030. Directive (EU) 2023/2413;TA4_Sustainable and smart mobility;Increasing Alternative Fuels;"This target is assigned to the sub-theme ""Increasing Alternative Fuels"" because it sets targets for the share of advanced biofuels and renewable fuels in the transport sector."
TA4.8;Member States with maritime ports shall endeavour to ensure that as of 2030 the share of renewable fuels of non-biological origin (RFNBOs) in the total amount of energy supplied to the maritime transport sector is at least 1.2%;TA4_Sustainable and smart mobility;Renewable Fuels in Maritime Transport;
TA4.9;Cut the emissions of transport sector by 90% by 2050 relative to 1990. Sustainable and Smart Mobility Strategy;TA4_Sustainable and smart mobility;Emission Reduction;This target is assigned to Emission Reduction as it aims to cut the emissions of the transport sector.
TA4.9;Cut the emissions of transport sector by 90% by 2050 relative to 1990. Sustainable and Smart Mobility Strategy;TA4_Sustainable and smart mobility;Sustainable Transportation;This target contributes to sustainable transportation by promoting the reduction of emissions.
TA5.10;Energy: Increase renewable energy in the agriculture and food sector. Adopt energy efficiency solutions in the agriculture and food sector, by reducing energy consumption.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Renewable Energy in Agriculture;
TA5.11;Biodiversity conservation and restoration of natural resources: Protect the environment and restore natural resources. Preserve biodiversity and reduce biodiversity loss.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Biodiversity Conservation;
TA5.12;Genetic biodiversity of food production systems: Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target is assigned to Sustainable Agriculture as it aims to secure access to quality seeds for plant varieties.
TA5.12;Genetic biodiversity of food production systems: Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Biodiversity Conservation;This target contributes to biodiversity conservation by promoting the use of diverse plant varieties.
TA5.13;Reduce food waste. Prevent food loss and waste. Halve per capita food waste at retail and consumer levels;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food Waste Reduction;
TA5.14;Circular economy: Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Circular Economy;This target is assigned to the Circular Economy sub-theme because it focuses on promoting sustainable and circular production methods in food processing and retail.
TA5.14;Circular economy: Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Food Production;This target is also assigned to the Sustainable Food Production sub-theme because it aims to improve the sustainability of food production.
TA5.15;Consumption footprint: Reduce the environmental and climate footprint of the EU food system, operating within planetary boundaries. Reduce the EU’s contribution to global deforestation and forest degradation.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Consumption;This target is assigned to Sustainable Consumption as it aims to reduce the environmental and climate footprint of the EU food system.
TA5.15;Consumption footprint: Reduce the environmental and climate footprint of the EU food system, operating within planetary boundaries. Reduce the EU’s contribution to global deforestation and forest degradation.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Deforestation Reduction;This target contributes to deforestation reduction by promoting sustainable consumption patterns.
TA5.16;ncome distribution: Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Livelihoods;This target is assigned to Sustainable Livelihoods as it aims to ensure fair income and salaries for primary producers.
TA5.17;Sectorial growth: Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Supporting Sustainable Production;"This target is assigned to the sub-theme ""Supporting Sustainable Production"" because it aims to help farmers and fishers strengthen their position in the supply chain."
TA5.18;Market power and business structure: Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;
TA5.19;Price: Preserve the price affordability of food.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food Affordability;This target is assigned to Food Affordability as it aims to preserve the price affordability of food.
TA5.19;Price: Preserve the price affordability of food.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target contributes to sustainable agriculture by promoting the affordability of food.
TA5.2;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;
TA5.20;Trade: Foster the competitiveness of the EU supply sector.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitiveness;This target is assigned to Competitiveness as it aims to foster the competitiveness of the EU supply sector.
TA5.20;Trade: Foster the competitiveness of the EU supply sector.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Agriculture;This target contributes to sustainable agriculture by promoting the competitiveness of the EU supply sector.
TA5.21;Digitalisation and knowledge transfer. Ensure access to fast broadband to all farmers and all rural areas to achieve the objective of 100% access by 2025 (enabler for jobs, businesses, investments, improvement in quality of life in rural areas and enabler to mainstream precision farming and use of artificial intelligence;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Digitalization;This target is assigned to Digitalization as it aims to ensure access to fast broadband for farmers and rural areas.
TA5.21;Digitalisation and knowledge transfer. Ensure access to fast broadband to all farmers and all rural areas to achieve the objective of 100% access by 2025 (enabler for jobs, businesses, investments, improvement in quality of life in rural areas and enabler to mainstream precision farming and use of artificial intelligence;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Precision Farming;This target contributes to precision farming by promoting the use of digital technologies.
TA5.22;Transport, accessibility and infrastructure: Create shorter supply chains will support reducing dependence on long-haul transportation.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Transportation;This target is assigned to Sustainable Transportation as it aims to create shorter supply chains.
TA5.22;Transport, accessibility and infrastructure: Create shorter supply chains will support reducing dependence on long-haul transportation.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Logistics Optimization;This target contributes to logistics optimization by promoting the creation of shorter supply chains.
TA5.23;Employment and working conditions: Create new job opportunities. Improve working conditions, ensure occupation health and safety.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Improving Working Conditions;"This target is assigned to the sub-theme ""Improving Working Conditions"" because it focuses on creating new job opportunities and enhancing working conditions."
TA5.24;Social protection and poverty: Ensure fair, inclusive and ethical value chains. Ensure workers’ social protection and housing conditions, promote socially responsible production methods, Mitigate the socio-economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Socially Responsible Agriculture;
TA5.25;Animal welfare: Promote better animal welfare to improve animal health and food quality.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Animal Welfare;This target is assigned to Animal Welfare as it aims to promote better animal welfare.
