```csv
target_code;target_content;thematic_area;sub_theme;justification
TA6.3;2.a Strictly protect at least a third of the EU'S protected areas;TA6_Preserving and protecting biodiversity;Protecting Protected Areas;This target focuses on strict protection of a significant portion of protected areas, supporting biodiversity conservation.
TA3.48;The plastic contained in each vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of the Regulation] under Regulation (EU) 2018/858 shall contain a minimum of 25 % of plastic recycled by weight from post-consumer plastic waste. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Increasing Recycled Plastic in Vehicles;This target sets a requirement for recycled plastic content in vehicles, supporting circular economy practices.
TA5.33;Nutrition and healthy, sustainable diets: Move to healthier and more sustainable diets.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Promoting Sustainable Diets;This target focuses on encouraging healthier and more sustainable diets, supporting public health and environmental goals.
TA6.16;14. Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;TA6_Preserving and protecting biodiversity;Implementing Urban Greening Plans;This target aims to develop urban greening plans in cities, supporting biodiversity and improving urban environments.
TA4.7;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of non-biological origin in the energy supplied to the transport sector is at least 1% in 2025 and 5.5% in 2030, of which a share of at least 1 percentage point is from renewable fuels of non-biological origin in 2030. Directive (EU) 2023/2413;TA4_Sustainable and smart mobility;Increasing Advanced Biofuels in Transport;The target sets specific goals for the share of advanced biofuels in transport, supporting clean energy and sustainability.
TA6.2;1.b Legally protect a minimum of 30% of the EU's sea area;TA6_Preserving and protecting biodiversity;Protecting Marine Areas;This target focuses on legal protection of marine areas, supporting biodiversity and ecosystem health.
TA6.8;5. The decline of pollinators is reversed (the target is in common with "A New Deal for Pollinators");TA6_Preserving and protecting biodiversity;Reversing Pollinator Decline;This target aims to reverse the decline of pollinators, supporting biodiversity and ecosystem health.
TA3.49;At least 25% of the target set out in the first subparagraph shall be achieved by including plastics recycled from end-of-life vehicles in the vehicle type concerned. Proposal for a Regulation on circularity requirements for vehicle design and on management of end-of-life vehicles;TA3_Industrial strategy for a clean and circular economy;Increasing Recycled Plastic in Vehicles;This target sets a requirement for recycled plastic content in vehicles, supporting circular economy practices.
TA6.11;9. Three billion trees are planted in the EU, in full respect of ecological principles;TA6_Preserving and protecting biodiversity;Planting Trees;This target focuses on planting trees, supporting biodiversity and carbon sequestration.
TA2.37;By 2030, the share of renewable energy in the electricity mix should double to 55-60%, and projections show a share of around 84% by 2050. The remaining gap should be covered by other low-carbon options. An EU Strategy for Energy System Integration;TA2_Clean, affordable and secure energy;Increasing Renewable Energy in Electricity Mix;The target sets ambitious goals for renewable energy in the electricity mix, supporting the transition to clean energy.
```
