TA3.5;By 2030 producers will have responsibility for their products along the value chain, including when they become waste;TA3_Industrial strategy for a clean and circular economy;Product Responsibility;This target is assigned to the Product Responsibility sub-theme as it focuses on producers taking responsibility for their products along the value chain.;;
TA3.24;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;TA3_Industrial strategy for a clean and circular economy;Food Waste Reduction;This target is assigned to the Food Waste Reduction sub-theme as it aims to reduce food waste in processing and manufacturing.;;
TA3.35;Recycling of aluminium in packaging: 60%;TA3_Industrial strategy for a clean and circular economy;Aluminium Recycling;This target is assigned to the Aluminium Recycling sub-theme as it specifically mentions recycling of aluminium in packaging.;;
TA3.36;Recycling of glass in packaging: 75%;TA3_Industrial strategy for a clean and circular economy;Glass Recycling;This target is assigned to the Glass Recycling sub-theme as it specifically mentions recycling of glass in packaging.;;
TA4.1;*The amendments in Dir. 2023/2413 are also intended to support the achievement of the Union’s target of an annual production of sustainable biomethane of 35 billion cubic meters by 2030;TA4_Sustainable and smart mobility;Sustainable Biomethane Production;This target is assigned to the Sustainable Biomethane Production sub-theme as it mentions the production of sustainable biomethane.;;
TA4.10;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity;TA4_Sustainable and smart mobility;Fuel Efficiency in Fisheries;This target is assigned to the Fuel Efficiency in Fisheries sub-theme as it focuses on reducing fuel intensity in EU fisheries.;;
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles, other than special purpose, off-road, off-road special purpose, and vocational vehicles shall be reduced;TA4_Sustainable and smart mobility;Heavy-Duty Vehicle Emissions Reduction;This target is assigned to the Heavy-Duty Vehicle Emissions Reduction sub-theme as it aims to reduce CO2 emissions from heavy-duty vehicles.;;
TA4.17;This Regulation will, until 31 December 2024, be complemented by additional measures corresponding to a reduction of 10 g CO2/km;TA4_Sustainable and smart mobility;Vehicle Emissions Reduction;This target is assigned to the Vehicle Emissions Reduction sub-theme as it mentions additional measures to reduce CO2 emissions from vehicles.;;
TA4.22;Build three million public electric charging points by 2030;TA4_Sustainable and smart mobility;Electric Vehicle Charging Infrastructure;This target is assigned to the Electric Vehicle Charging Infrastructure sub-theme as it aims to build a large number of public electric charging points.;;
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node;TA4_Sustainable and smart mobility;Hydrogen Refuelling Infrastructure;This target is assigned to the Hydrogen Refuelling Infrastructure sub-theme as it focuses on deploying hydrogen refuelling stations in urban nodes.;;
TA4.32;Member States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured;TA4_Sustainable and smart mobility;Airport Electrification;This target is assigned to the Airport Electrification sub-theme as it aims to ensure electricity supply to stationary aircraft at airports.;;
TA4.38;High-speed rail traffic will double compared to 2015, by 2030;TA4_Sustainable and smart mobility;High-Speed Rail Development;This target is assigned to the High-Speed Rail Development sub-theme as it focuses on doubling high-speed rail traffic.;;
TA4.40;Rail and waterborne-based intermodal transport will be able to compete on equal footing with road-only transport in the EU;TA4_Sustainable and smart mobility;Sustainable Transport Modes;This target is assigned to the Sustainable Transport Modes sub-theme as it aims to promote rail and waterborne-based intermodal transport.;;
TA4.46;Zero-emission large zero-emission aircraft will become market ready;TA4_Sustainable and smart mobility;Zero-Emission Aviation;This target is assigned to the Zero-Emission Aviation sub-theme as it mentions the development of zero-emission large aircraft.;;
TA4.54;Active transport modes, such as cycling, have seen growth with cities announcing over 2300 km of extra cycling infrastructure;TA4_Sustainable and smart mobility;Cycling Infrastructure Development;This target is assigned to the Cycling Infrastructure Development sub-theme as it focuses on promoting active transport modes like cycling.;;
TA5.3;Reduce nutrient losses by at least 50%, while ensuring no deterioration on soil fertility;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Nutrient Loss Reduction;This target is assigned to the Nutrient Loss Reduction sub-theme as it aims to reduce nutrient losses while maintaining soil fertility.;;
TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Organic Farming Promotion;This target is assigned to the Organic Farming Promotion sub-theme as it focuses on increasing organic farming.;;
TA5.10;Increase renewable energy in agriculture and food sector;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Renewable Energy in Agriculture;This target is assigned to the Renewable Energy in Agriculture sub-theme as it aims to increase renewable energy use in the agriculture and food sector.;;
TA5.11;Protect the environment and restore natural resources;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Environmental Protection;This target is assigned to the Environmental Protection sub-theme as it focuses on protecting the environment and restoring natural resources.;;
TA5.20;Foster the competitiveness of the EU supply sector;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Supply Sector Competitiveness;This target is assigned to the Supply Sector Competitiveness sub-theme as it aims to foster the competitiveness of the EU supply sector.;;
TA5.21;Ensure access to fast broadband to all farmers and all rural areas;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Rural Broadband Access;This target is assigned to the Rural Broadband Access sub-theme as it focuses on ensuring access to fast broadband in rural areas.;;
TA5.25;Promote better animal welfare to improve animal health and food quality;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Animal Welfare Promotion;This target is assigned to the Animal Welfare Promotion sub-theme as it aims to promote better animal welfare.;;
TA5.26;Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Food Education;This target is assigned to the Sustainable Food Education sub-theme as it focuses on strengthening educational messages on sustainable food.;;
TA5.31;Increase reformulation of food products in line with guidelines for healthy and sustainable diets;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food Product Reformulation;This target is assigned to the Food Product Reformulation sub-theme as it aims to increase reformulation of food products.;;
TA5.33;Move to healthier and more sustainable diets;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Sustainable Diet Promotion;This target is assigned to the Sustainable Diet Promotion sub-theme as it focuses on promoting healthier and more sustainable diets.;;
TA5.35;Strengthen the resilience of the EU food system;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food System Resilience;This target is assigned to the Food System Resilience sub-theme as it aims to strengthen the resilience of the EU food system.;;
TA6.2;1.b Legally protect a minimum of 30% of the EU's sea area;TA6_Preserving and protecting biodiversity;Marine Protected Areas;This target is assigned to the Marine Protected Areas sub-theme as it focuses on legally protecting a minimum of 30% of the EU's sea area.;;
TA6.3;2.a Strictly protect at least a third of the EU'S protected areas;TA6_Preserving and protecting biodiversity;Protected Areas Conservation;This target is assigned to the Protected Areas Conservation sub-theme as it aims to strictly protect at least a third of the EU's protected areas.;;
TA6.4;2b. Strictly protect all remaining EU primary and old-growth forests;TA6_Preserving and protecting biodiversity;Forest Conservation;This target is assigned to the Forest Conservation sub-theme as it focuses on strictly protecting all remaining EU primary and old-growth forests.;;
TA6.16;14. Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;TA6_Preserving and protecting biodiversity;Urban Greening;This target is assigned to the Urban Greening sub-theme as it aims to have cities with at least 20,000 inhabitants develop an ambitious Urban Greening Plan.;;
TA6.26;Ensure that incidental catches of sensitive marine species, including those listed under Directives 92/43/EEC and 2009/147/EC, that are a result of fishing, are minimised and where possible eliminated;TA6_Preserving and protecting biodiversity;Sustainable Fishing Practices;This target is assigned to the Sustainable Fishing Practices sub-theme as it focuses on minimizing incidental catches of sensitive marine species.;;
TA6.27;Optimise exploitation patterns to provide protection for juveniles and spawning aggregations of marine biological resources;TA6_Preserving and protecting biodiversity;Sustainable Fishing Practices;This target is assigned to the Sustainable Fishing Practices sub-theme as it aims to optimize exploitation patterns to protect marine biological resources.;;
TA6.28;In accordance with the CFP, all harvested stocks should be fished at maximum sustainable yield (MSY);TA6_Preserving and protecting biodiversity;Sustainable Fishing Practices;This target is assigned to the Sustainable Fishing Practices sub-theme as it focuses on fishing at maximum sustainable yield.;;
TA6.42;(Restoration of the natural connectivity of rivers and natural functions of the related floodplains) Member States shall make an inventory of artificial barriers to connectivity of surface waters;TA6_Preserving and protecting biodiversity;River Connectivity Restoration;This target is assigned to the River Connectivity Restoration sub-theme as it aims to restore the natural connectivity of rivers and floodplains.;;
TA6.45;(marine ecosystem) Member States shall put in place the restoration measures that are necessary to re-establish the habitat types of groups 1-6 listed in Annex II;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;This target is assigned to the Marine Ecosystem Restoration sub-theme as it focuses on restoring marine ecosystems.;;
TA6.51;(forest ecosystems) Member States shall achieve an increasing trend at national level of at least six out of seven of the following indicators;TA6_Preserving and protecting biodiversity;Forest Ecosystem Restoration;This target is assigned to the Forest Ecosystem Restoration sub-theme as it aims to achieve an increasing trend in forest ecosystem indicators.;;
TA6.55;Ensuring sustainable use of wood-based resources for bioenergy;TA6_Preserving and protecting biodiversity;Sustainable Bioenergy;This target is assigned to the Sustainable Bioenergy sub-theme as it focuses on ensuring sustainable use of wood-based resources for bioenergy.;;
TA6.57;Developing skills and empowering people for sustainable forest-based bioeconomy;TA6_Preserving and protecting biodiversity;Forest-Based Bioeconomy;This target is assigned to the Forest-Based Bioeconomy sub-theme as it aims to develop skills and empower people for a sustainable forest-based bioeconomy.;;
TA7.1;The obligation to set up urban wastewater collecting systems is extended to all agglomerations with a p.e. of 1.000 or more;TA7_Towards a zero-pollution ambition for a toxic free environment;Wastewater Collection;This target is assigned to the Wastewater Collection sub-theme as it extends the obligation to set up urban wastewater collecting systems.;;
TA7.5;The Ambient Air Quality Directives set EU air quality standards for 12 air pollutants;TA7_Towards a zero-pollution ambition for a toxic free environment;Air Quality Standards;This target is assigned to the Air Quality Standards sub-theme as it sets EU air quality standards for 12 air pollutants.;;
TA7.10;Improve soil quality by reducing nutrient losses and chemical pesticides’ use by 50%;TA7_Towards a zero-pollution ambition for a toxic free environment;Soil Quality Improvement;This target is assigned to the Soil Quality Improvement sub-theme as it aims to improve soil quality by reducing nutrient losses and chemical pesticides' use.;;
TA7.15;Improve water quality by reducing waste, plastic litter at sea (by 50%) and microplastics released into the environment (by 30%);TA7_Towards a zero-pollution ambition for a toxic free environment;Water Quality Improvement;This target is assigned to the Water Quality Improvement sub-theme as it aims to improve water quality by reducing waste and microplastics.;;
TA7.23;Remove micropollutants from wastewater;TA7_Towards a zero-pollution ambition for a toxic free environment;Wastewater Treatment;This target is assigned to the Wastewater Treatment sub-theme as it focuses on removing micropollutants from wastewater.;;
