target_code;target_content;thematic_area;sub_theme;justification
TA4.11;Reduce the average door-to-door cost of combined transport operations by at least 10% within 7 years Proposal for a Directive to support framework for intermodal transport of goods;TA4_Sustainable and smart mobility;Transport Logistics;"This target is assigned to the sub-theme ""Transport Logistics"" because it aims to reduce the cost of combined transport operations, which can lead to increased efficiency and competitiveness in the transport sector."
TA4.13;For [...] “urban buses” manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles Regulation (EU) 2024/1610;TA4_Sustainable and smart mobility;Net-Zero Technology - Road Vehicles;"This target is assigned to the sub-theme ""Net-Zero Technology - Road Vehicles"" because it sets specific targets for the adoption of low-emission vehicles in urban bus fleets, aiming to decrease emissions from road transport."
TA4.15;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019: (a) 15% for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD and 10-LH for the reporting periods of the years 2025 to 2029, (b) 45% for all vehicle sub-groups other than vocational vehicles for the reporting periods of the years 2030 to 2034, (c) 65% for all vehicle sub-groups for the reporting periods of the years 2035 to 2039, (d) 90% for all vehicle sub-groups for the reporting periods of the year 2040 onwards Regulation (EU) 2024/1610;TA4_Sustainable and smart mobility;GHG Reduction - Transports;"This target is assigned to the sub-theme ""GHG Reduction - Transports"" because it sets specific targets for reducing CO2 emissions from heavy-duty vehicles, aiming to decrease transport-related emissions."
TA4.18;The share of biofuels and biogas produced from the feedstock listed in Part B of Annex IX in the energy content of fuels and electricity supplied to the transport sector shall, except in Cyprus and Malta, be limited to 1.7%. Directive (EU) 2023/2413;TA4_Sustainable and smart mobility;Biofuels;"This target is assigned to the sub-theme ""Biofuels"" because it sets a specific limit for the use of biofuels and biogas produced from certain feedstocks in the transport sector, aiming to ensure sustainable biofuel production."
TA4.19;The yearly quantity of aviation fuel uplifted by a given aircraft operator at a given Union airport shall be at least 90% of the yearly aviation fuel required, to avoid tankering practices which would bring additional emissions from extra weight. Regulation (EU) 2023/2405;TA4_Sustainable and smart mobility;Energy Efficiency;"This target is assigned to the sub-theme ""Energy Efficiency"" because it aims to reduce unnecessary fuel consumption in aviation by minimizing tankering practices, which can lead to increased energy efficiency."
TA4.20;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers. A Hydrogen Strategy for a climate-neutral Europe;TA4_Sustainable and smart mobility;Renewable Energy - Hydrogen Production;"This target is assigned to the sub-theme ""Renewable Energy - Hydrogen"" because it sets specific objectives for the installation of renewable hydrogen electrolysers, aiming to increase the production of renewable hydrogen."
TA4.25;Member States shall ensure that, at the end of each year, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1.3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0.80 kW is provided through publicly accessible recharging stations. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Infrastructure;"This target is assigned to the sub-theme ""Energy Infrastructure"" because it sets specific targets for the provision of power output through publicly accessible recharging stations for electric and hybrid vehicles, aiming to support the adoption of low-emission vehicles."
TA4.26;Member States shall ensure that along the TEN-T core and comprehensive network, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Infrastructure;"This target is assigned to the sub-theme ""Energy Infrastructure"" because it sets specific requirements for the deployment of publicly accessible recharging pools for light-duty vehicles along the TEN-T network, aiming to support the adoption of low-emission vehicles."
TA4.27;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Infrastructure;"This target is assigned to the sub-theme ""Energy Infrastructure"" because it sets specific requirements for the deployment of publicly accessible recharging pools for heavy-duty electric vehicles along the TEN-T network, aiming to support the adoption of low-emission vehicles."
TA4.28;By 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Infrastructure;"This target is assigned to the sub-theme ""Energy Infrastructure"" because it sets a specific requirement for the deployment of publicly accessible recharging stations for heavy-duty electric vehicles in safe and secure parking areas, aiming to support the adoption of low-emission vehicles."
TA4.29;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW. Regulation (EU) 2023/180;TA4_Sustainable and smart mobility;Energy Infrastructure;"This target is assigned to the sub-theme ""Energy Infrastructure"" because it sets a specific requirement for the deployment of publicly accessible recharging points for heavy-duty electric vehicles in urban nodes, aiming to support the adoption of low-emission vehicles."
TA4.30;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Hydrogen Distribution;"This target is assigned to the sub-theme ""Renewable Energy - Hydrogen"" because it sets a specific requirement for the deployment of publicly accessible hydrogen refuelling stations in urban nodes, aiming to support the adoption of hydrogen fuel cell vehicles."
TA4.31;Member States shall ensure that, by 31 December 2030, publicly accessible hydrogen refuelling stations with a total capacity of at least 1 tonne per day, and equipped with at least a 700 bar dispenser, are deployed at least every 200 km along the TEN-T (Trans-European Transport Network) core network Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Hydrogen Distribution;"This target is assigned to the sub-theme ""Renewable Energy - Hydrogen"" because it sets a specific requirement for the deployment of publicly accessible hydrogen refuelling stations along the TEN-T core network, aiming to support the adoption of hydrogen fuel cell vehicles."
TA4.32;States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured by 31 December 2029, at all aircraft remote stands used for commercial air transport operations to embark or disembark passengers or to load or unload goods Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Efficiency;"This target is assigned to the sub-theme ""Energy Efficiency"" because it aims to reduce energy consumption in aviation by providing electricity supply to stationary aircraft, which can lead to increased energy efficiency."
TA4.33;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030. Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Efficiency;"This target is assigned to the sub-theme ""Energy Efficiency"" because it aims to reduce energy consumption in inland waterway transport by providing shore-side electricity supply to vessels, which can lead to increased energy efficiency."
TA4.34;Member States shall ensure that a minimum shore-side electricity supply for seagoing container ships and seagoing passenger ships is provided in TEN-T maritime ports. To that end, by 31 December 2029 TEN-T core and comprehensive maritime ports [...] are equipped to provide each year shore-side electricity supply for at least 90 % of the total number of port calls of seagoing container ships above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned and 90% of the total number of port calls of seagoing ro-ro passenger ships above 5.000 gross tonnes and seagoing high-speed passenger craft above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned Regulation (EU) 2023/1804;TA4_Sustainable and smart mobility;Energy Efficiency;"This target is assigned to the sub-theme ""Energy Efficiency"" because it aims to reduce energy consumption in maritime transport by providing shore-side electricity supply to seagoing vessels, which can lead to increased energy efficiency."
TA4.55;Zero-emission in urban logistics The new EU Urban Mobility Framework.;TA4_Sustainable and smart mobility;Urban Mobility;"This target is assigned to the sub-theme ""Urban Mobility"" because it aims to achieve zero-emission urban logistics, which can lead to increased sustainability and reduced emissions in urban areas."
TA5.2;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Animal Welfare;"This target is assigned to the sub-theme ""Food quality - Animal Welfare"" because it aims to reduce the use of antimicrobials in animal farming, which can lead to improved animal welfare and reduced antibiotic resistance."
TA5.3;Reduce nutrient losses by at least 50%, while ensuring that there is no deterioration in soil fertility.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Improve Soils Health;"This target is assigned to the sub-theme ""Improve Soils Health"" because it aims to reduce nutrient losses and maintain soil fertility, which can lead to improved soil health and reduced environmental pollution."
TA5.4;Reduce by 50% the use of more hazardous pesticides Target in Common with Biodiversity Strategy (see Thematic Area 6) and Zero Pollution Action Plan (see Thematic Area 7);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Pesticides Reduction;"This target is assigned to the sub-theme ""Pesticides Reduction"" because it aims to reduce the use of hazardous pesticides, which can lead to improved environmental and human health."
TA5.5;Reduce by 50% the use and risk of chemical pesticides Target in Common with Biodiversity Strategy (see Thematic Area 6) and Zero Pollution Action Plan (see Thematic Area 7);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Pesticides Reduction;"This target is assigned to the sub-theme ""Pesticides Reduction"" because it aims to reduce the use and risk of chemical pesticides, which can lead to improved environmental and human health."
TA5.6;Aquatic living resources: Increase sustainable fishing and aquaculture. Bring fish stocks to sustainable levels. Significant increase in organic aquaculture;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality;"This target is assigned to the sub-theme ""Food quality"" because it aims to increase sustainable fishing and aquaculture practices, which can lead to improved food quality and reduced environmental impact."
TA5.7;Ensure that agriculture, fisheries and aquaculture, and the food value chain contribute to the target of reducing net greenhouse gas emissions to at least 55% below 1990 levels by 2030 and to the achievement of the objective for a climate-neutral Union in 2050.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;GHG Reduction;"This target is assigned to the sub-theme ""GHG Reduction"" because it aims to reduce greenhouse gas emissions from agriculture, fisheries, and aquaculture, which can lead to improved climate change mitigation."
TA5.8;Water: Preserving freshwater, boosting water reuse in agriculture.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Improve Water Quality;"This target is assigned to the sub-theme ""Improve Water Quality"" because it aims to preserve freshwater and boost water reuse in agriculture, which can lead to improved water quality and reduced water pollution."
TA5.9;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030 Target in Common with Biodiversity Strategy (see Thematic Area 6);TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality;"This target is assigned to the sub-theme ""Food quality"" because it aims to increase organic farming practices, which can lead to improved food quality and reduced environmental impact."
TA5.10;Energy: Increase renewable energy in the agriculture and food sector. Adopt energy efficiency solutions in the agriculture and food sector, by reducing energy consumption.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Renewable Energy;"This target is assigned to the sub-theme ""Renewable Energy"" because it aims to increase the use of renewable energy in agriculture and reduce energy consumption, which can lead to improved energy efficiency and reduced greenhouse gas emissions."
TA5.11;Biodiversity conservation and restoration of natural resources: Protect the environment and restore natural resources. Preserve biodiversity and reduce biodiversity loss.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Biodiversity Protection & Conservation;"This target is assigned to the sub-theme ""Biodiversity conservation"" because it aims to protect the environment, restore natural resources, and preserve biodiversity, which can lead to improved ecosystem health and reduced biodiversity loss."
TA5.12;Genetic biodiversity of food production systems: Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality;"This target is assigned to the sub-theme ""Food quality"" because it aims to secure access to quality seeds for plant varieties, which can lead to improved food quality and reduced vulnerability to climate change."
TA5.13;Reduce food waste. Prevent food loss and waste. Halve per capita food waste at retail and consumer levels* *See also Directive (EU) 2018/851 on waste with a target on food waste reduction of 30% by 2025;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Waste Reduction - Food Waste;"This target is assigned to the sub-theme ""Waste Reduction - Food Waste"" because it aims to reduce food waste and prevent food loss, which can lead to improved food security and reduced environmental impact."
TA5.14;Circular economy: Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Circularity/Recycling;"This target is assigned to the sub-theme ""Circularity/Recycling"" because it aims to promote sustainable and circular production methods and business models in food processing and retail, which can lead to improved resource efficiency and reduced waste."
TA5.15;Consumption footprint: Reduce the environmental and climate footprint of the EU food system, operating within planetary boundaries. Reduce the EU’s contribution to global deforestation and forest degradation.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality;"This target is assigned to the sub-theme ""Food quality"" because it aims to reduce the environmental and climate footprint of the EU food system, which can lead to improved food quality and reduced environmental impact."
TA5.16;Income distribution: Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;"This target is assigned to the sub-theme ""Social Security - Workers Protection"" because it aims to ensure fair income and salaries for primary producers, which can lead to improved social security and reduced poverty."
TA5.17;Sectorial growth: Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;"This target is assigned to the sub-theme ""Competitive Agriculture"" because it aims to help farmers and fishers strengthen their position in the supply chain and capture a fair share of the added value of sustainable production, which can lead to improved competitiveness and reduced poverty."
TA5.18;Market power and business structure: Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;"This target is assigned to the sub-theme ""Competitive Agriculture"" because it aims to improve agricultural rules that strengthen the position of farmers and their cooperatives in the food supply chain, which can lead to improved competitiveness and reduced poverty."
TA5.19;Price: Preserve the price affordability of food.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food affordability;"This target is assigned to the sub-theme ""Food affordability"" because it aims to preserve the price affordability of food, which can lead to improved food security and reduced poverty."
TA5.20;Trade: Foster the competitiveness of the EU supply sector.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;"This target is assigned to the sub-theme ""Competitive Agriculture"" because it aims to foster the competitiveness of the EU supply sector, which can lead to improved trade and reduced poverty."
TA5.21;Digitalisation and knowledge transfer. Ensure access to fast broadband to all farmers and all rural areas to achieve the objective of 100% access by 2025 (enabler for jobs, businesses, investments, improvement in quality of life in rural areas and enabler to mainstream precision farming and use of artificial intelligence;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Digitalisation;"This target is assigned to the sub-theme ""Digitalisation"" because it aims to ensure access to fast broadband in rural areas, which can lead to improved digitalisation and reduced poverty."
TA5.22;Transport, accessibility and infrastructure: Create shorter supply chains will support reducing dependence on long-haul transportation.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Transport Logistics;"This target is assigned to the sub-theme ""Transport Logistics"" because it aims to create shorter supply chains and reduce dependence on long-haul transportation, which can lead to improved logistics and reduced environmental impact."
TA5.23;Employment and working conditions: Create new job opportunities. Improve working conditions, ensure occupation health and safety.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;"This target is assigned to the sub-theme ""Social Security - Workers Protection"" because it aims to create new job opportunities and improve working conditions, which can lead to improved social security and reduced poverty."
TA5.24;Social protection and poverty: Ensure fair, inclusive and ethical value chains. Ensure workers’ social protection and housing conditions, promote socially responsible production methods, Mitigate the socio- economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Social Security - Workers Protection;"This target is assigned to the sub-theme ""Social Security - Workers Protection"" because it focuses on ensuring fair and inclusive value chains, protecting workers' social rights, and promoting socially responsible production methods."
TA5.25;Animal welfare: Promote better animal welfare to improve animal health and food quality.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Animal Welfare;"This target is assigned to the sub-theme ""Food quality - Animal Welfare"" because it aims to promote better animal welfare, which is directly related to food quality."
TA5.27;Food messaging: Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices. Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;"This target is assigned to the sub-theme ""Food quality - Healthy Food"" because it focuses on providing food information and labelling to promote healthy and sustainable food choices."
TA5.29;Food availability: Improve availability of sustainable food. Ensure that the healthy option is always the easiest one. Ensure food supply.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food affordability;"This target is assigned to the sub-theme ""Food affordability"" because it aims to improve the availability of sustainable food and ensure that healthy options are easily accessible."
TA5.30;Food affordability: Ensure affordability to sufficient, nutritious and sustainable food;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food affordability;"This target is assigned to the sub-theme ""Food affordability"" because it directly focuses on ensuring that food is affordable and sustainable."
TA5.31;Properties of food: Increase reformulation of food products in line with guidelines for healthy and sustainable diets;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;"This target is assigned to the sub-theme ""Food quality - Healthy Food"" because it aims to reformulate food products to make them healthier and more sustainable."
TA5.32;Food security: Ensuring food security and access to quality, safe, sustainable, nutritious food for all.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food affordability;"This target is assigned to the sub-theme ""Food affordability"" because it focuses on ensuring access to quality and nutritious food for all."
TA5.33;Nutrition and healthy, sustainable diets: Move to healthier and more sustainable diets.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;"This target is assigned to the sub-theme ""Food quality - Healthy Food"" because it aims to promote healthier and more sustainable diets."
TA5.34;Health impact of diets: Reversing of the rise in overweight and obesity rates across the EU by 2030;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Food quality - Healthy Food;"This target is assigned to the sub-theme ""Food quality - Healthy Food"" because it focuses on reversing the rise in overweight and obesity rates, which is related to healthy diets."
TA5.35;Preparedness, shock resilience, adaptation and transformation: Strengthen the resilience of the EU food system. Build up resilience to climate change, possible future diseases and pandemics. Increasing the sustainability of food producers will ultimately increase their resilience.;TA5_Greening the Common Agricultural Policy - Farm to Fork Strategy;Competitive Agriculture;"This target is assigned to the sub-theme ""Competitive Agriculture"" because it aims to strengthen the resilience of the EU food system and increase the sustainability of food producers."
TA6.1;1.a Legally protect a minimum of 30% of the EU’s land area;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on legally protecting a minimum of 30% of the EU's land area, which is directly related to biodiversity conservation."
TA6.2;1.b Legally protect a minimum of 30% of the EU's sea area;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Fisheries;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Fisheries"" because it focuses on protecting the EU's sea area, which is related to fisheries and marine biodiversity."
TA6.3;2.a Strictly protect at least a third of the EU'S protected areas;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it aims to strictly protect at least a third of the EU's protected areas, which is directly related to biodiversity conservation."
TA6.4;2b. Strictly protect all remaining EU primary and old- growth forests;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it focuses on strictly protecting the EU's primary and old-growth forests, which is related to forest ecosystem restoration."
TA6.7;4. By 2030, significant areas of degraded and carbon-rich ecosystems are restored. Habitats and species show no deterioration in conservation trends and status, and at least 30% reach favourable conservation status or at least show a positive trend.;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it aims to restore degraded and carbon-rich ecosystems, which is directly related to ecosystem restoration."
TA6.8;5. The decline of pollinators is reversed;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on reversing the decline of pollinators, which is directly related to biodiversity conservation."
TA6.9;6. The risk and use of chemical pesticides is reduced by 50%, and the use of more hazardous pesticides is reduced by 50%;TA6_Preserving and protecting biodiversity;Pesticides Reduction;"This target is assigned to the sub-theme ""Pesticides Reduction"" because it aims to reduce the risk and use of chemical pesticides, which is directly related to pesticide reduction."
TA6.10;7. At least 10% of agricultural area is under high-diversity landscape features;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Agricultural Ecosystems;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Agricultural Ecosystems"" because it focuses on increasing the area of high-diversity landscape features in agriculture, which is related to agricultural ecosystem restoration."
TA6.11;9. Three billion trees are planted in the EU, in full respect of ecological principles;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Forests;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Forests"" because it aims to plant three billion trees in the EU, which is directly related to forest ecosystem restoration."
TA6.13;11. At least 25.000 km of free-flowing rivers are restored;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Rivers;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Rivers"" because it focuses on restoring free-flowing rivers, which is directly related to river ecosystem restoration."
TA6.14;12. There is a 50% reduction in the number of Red List species threatened by Invasive Alien Species (IAS);TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it aims to reduce the number of Red List species threatened by invasive alien species, which is directly related to biodiversity conservation."
TA6.15;13. The losses of nutrients from fertilisers are reduced by 50%, resulting in the reduction of the use of fertilisers by at least 20%;TA6_Preserving and protecting biodiversity;Improve Soils Health;"This target is assigned to the sub-theme ""Improve Soils Health"" because it focuses on reducing nutrient losses from fertilizers, which is directly related to soil health."
TA6.16;14. Cities with at least 20.000 inhabitants have an ambitious Urban Greening Plan;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Urban Nature;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Urban Nature"" because it aims to promote urban greening plans in cities, which is related to urban nature and biodiversity conservation."
TA6.28;In accordance with the CFP, it is crucial to continue and accelerate the work of rebuilding and keeping fish stocks above MSY levels;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Fisheries;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Fisheries"" because it focuses on rebuilding and keeping fish stocks above MSY levels, which is directly related to fisheries and marine biodiversity."
TA6.29;Terrestrial ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of land areas in need of restoration and, by 2050, all ecosystems in need of restoration.;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it aims to restore terrestrial ecosystems, which is directly related to ecosystem restoration."
TA6.30;Marine ecosystems. Member States shall put in place [...] measures [...] to jointly cover, as a Union target, throughout the areas and ecosystems [...] defined in Art. 2, by 2030, at least 20% of sea areas in need of restoration and, by 2050, all ecosystems in need of restoration.;TA6_Preserving and protecting biodiversity;Marine Ecosystem Restoration;"This target is assigned to the sub-theme ""Marine Ecosystem Restoration"" because it focuses on restoring marine ecosystems, which is directly related to marine ecosystem restoration."
TA6.31;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to improve to good condition areas of habitat types listed in Annex I which are not in good condition.;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it aims to restore terrestrial, coastal, and freshwater ecosystems, which is directly related to ecosystem restoration."
TA6.32;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures [...] to re-establish the habitat types listed in Annex I in areas not covered by those habitat types;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it focuses on re-establishing habitat types in areas not covered by those habitat types, which is directly related to ecosystem restoration."
TA6.33;Terrestrial, coastal and freshwater ecosystems. Member States shall put in place the restoration measures for the terrestrial, coastal and freshwater habitats of the species listed in Annexes II, IV and V;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it aims to restore habitats for species listed in Annexes II, IV, and V, which is directly related to biodiversity conservation."
TA6.34;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that condition is known for at least 90% of the area distributed overall habitat types listed in Annex I by 2030 and 100% by 2040.;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Monitoring;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Monitoring"" because it focuses on monitoring the condition of habitat types, which is directly related to biodiversity conservation monitoring."
TA6.35;Terrestrial, coastal and freshwater ecosystems. Member States shall ensure that there is: (a) an increase of habitat area in good condition for habitat types listed in Annex I;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration"" because it aims to increase the area of habitats in good condition, which is directly related to ecosystem restoration."
TA6.36;(urban ecosystems) By 2030, Member States shall ensure that there is no net loss in the total national area of urban green space, and of urban tree canopy cover in urban ecosystem areas.;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Urban Nature;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Urban Nature"" because it focuses on maintaining urban green space and tree canopy cover, which is related to urban nature and biodiversity conservation."
TA6.37;(urban ecosystems) Member States shall achieve thereafter an increasing trend in the total national area of urban green space, including through the integration of urban green space into buildings and infrastructure;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Urban Nature;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Urban Nature"" because it aims to increase the area of urban green space, which is directly related to urban nature and biodiversity conservation."
TA6.38;(urban ecosystems) Member States shall achieve, in each urban ecosystem area, determined in accordance with Article 14(4), an increasing trend of urban tree canopy cover;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation - Urban Nature;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation - Urban Nature"" because it focuses on increasing urban tree canopy cover, which is directly related to urban nature and biodiversity conservation."
TA6.39;Natural connectivity of rivers and natural functions of the related floodplains. Member States shall make an inventory of artificial barriers and remove them to connectivity of surface waters;TA6_Preserving and protecting biodiversity;Terrestrial Ecosystems Restoration - Rivers;"This target is assigned to the sub-theme ""Terrestrial Ecosystems Restoration - Rivers"" because it aims to restore natural connectivity of rivers and remove artificial barriers, which is directly related to river ecosystem restoration."
TA6.40;(pollinator) Member States shall, by putting in place in a timely manner appropriate and effective measures, improve pollinator diversity and reverse the decline of pollinator populations;TA6_Preserving and protecting biodiversity;Biodiversity Protection & Conservation;"This target is assigned to the sub-theme ""Biodiversity Protection & Conservation"" because it focuses on improving pollinator diversity and reversing the decline of pollinator populations, which is directly related to biodiversity conservation."
